like	492_unknown_state
poorapparamb	001_Negative
pooranmarkum	001_Negative
pooranmaree	001_Negative
pooran	001_Negative
pooraa	001_Negative
poor	001_Negative
pookavadi	001_Negative
poojapura	001_Negative
poojappura	001_Negative
ponnilla	001_Negative
polym	001_Negative
polullavare	001_Negative
polorennam	001_Negative
pollichadukiyene	001_Negative
poliyunna	001_Negative
polinju	001_Negative
polinja	001_Negative
polinhju	001_Negative
polijatte	001_Negative
polichadukiya	001_Negative
poleyund	001_Negative
polend	001_Negative
polayadii	001_Negative
pokkunnathu	001_Negative
pokkula	001_Negative
pokku	001_Negative
pokkoo	001_Negative
pokaruthe	001_Negative
pokaruth	001_Negative
pokanallo	001_Negative
poekode	001_Negative
podik	001_Negative
podannamennju	001_Negative
poaraa	001_Negative
pirii	001_Negative
pirannu	001_Negative
pirannavaralla	001_Negative
piranavanmaarum	001_Negative
pillerodum	001_Negative
pillaiku	001_Negative
pilarnnu	001_Negative
pila	001_Negative
pidikan	001_Negative
perumbaavoor	001_Negative
perittappo	001_Negative
perippichu	001_Negative
peratta	001_Negative
pengalepanni	001_Negative
pellaruda	001_Negative
pellare	001_Negative
pedukkum	001_Negative
pedikkunnu	001_Negative
pedichu	001_Negative
pedichoo	001_Negative
pearum	001_Negative
pazhashirajayum	001_Negative
pazassiraja	001_Negative
pattunoo	001_Negative
pattuna	001_Negative
pattoda	001_Negative
pattitila	001_Negative
pattillada	001_Negative
pattilaa	001_Negative
pattikkan	001_Negative
pattich	001_Negative
pattakam	001_Negative
paryaanilla	001_Negative
parto	001_Negative
paripaadi	001_Negative
parilkkaan	001_Negative
parihasicha	001_Negative
parayunu	001_Negative
parayunnavarod	001_Negative
parayunavaru	001_Negative
parayuna	001_Negative
parayipikkaan	001_Negative
parayendelloo	001_Negative
parayatte	001_Negative
parayathilla	001_Negative
parayanullathe	001_Negative
parayane	001_Negative
parayamo	001_Negative
parayalloo	001_Negative
parayaanullo	001_Negative
paray	001_Negative
parannu	001_Negative
parannadi	001_Negative
paranjo	001_Negative
paranjittu	001_Negative
paranjarunnallo	001_Negative
paranjanne	001_Negative
parama	001_Negative
parachil	001_Negative
panthayam	001_Negative
pans	001_Negative
pannikuutatam	001_Negative
pannikalkum	001_Negative
pannikal	001_Negative
panjoo	001_Negative
panikkm	001_Negative
panikk	001_Negative
pallikatilekh	001_Negative
paliyenn	001_Negative
palathandhaku	001_Negative
paiseke	001_Negative
paheyente	001_Negative
pahayanmare	001_Negative
pagill	001_Negative
padukilavan	001_Negative
padomm	001_Negative
padma	001_Negative
padilla	001_Negative
padikkum	001_Negative
padik	001_Negative
padatinu	001_Negative
padathien	001_Negative
padanjarottu	001_Negative
padamonnu	001_Negative
padamenkilum	001_Negative
padamanennu	001_Negative
padamado	001_Negative
padamaayirnn	001_Negative
padamaayi	001_Negative
padakkathinte	001_Negative
padakkamo	001_Negative
padagalilellam	001_Negative
paavangal	001_Negative
paansinu	001_Negative
paaleesavum	001_Negative
paadan	001_Negative
ozhich	001_Negative
ouru	001_Negative
othukkiyallo	001_Negative
oruthnm	001_Negative
orukkiyittund	001_Negative
orukilum	001_Negative
oruikalkudui	001_Negative
ororutharkum	001_Negative
ororthanmaru	001_Negative
oroon	001_Negative
oronnu	001_Negative
orkumbol	001_Negative
orkuka	001_Negative
orikkalum	001_Negative
orikalum	001_Negative
oompitharam	001_Negative
oombu	001_Negative
oombikkolu	001_Negative
oombanmaraya	001_Negative
oombanmaarude	001_Negative
oomb	001_Negative
oole	001_Negative
oolatharam	001_Negative
oolanmarellam	001_Negative
oolamanoo	001_Negative
oolakalum	001_Negative
oolakalk	001_Negative
oolakale	001_Negative
oolagalum	001_Negative
ookkunnund	001_Negative
ookkaanam	001_Negative
oohikalloo	001_Negative
oodu	001_Negative
oodikko	001_Negative
oodan	001_Negative
onte	001_Negative
onnumalla	001_Negative
onnukil	001_Negative
onnpodaa	001_Negative
onkv	001_Negative
ondoo	001_Negative
olupundel	001_Negative
olle	001_Negative
oliporallithu	001_Negative
olikknna	001_Negative
olikal	001_Negative
olaa	001_Negative
okki	001_Negative
okay	001_Negative
odulaa	001_Negative
odu	001_Negative
odiyano	001_Negative
odedi	001_Negative
odd	001_Negative
odan	001_Negative
odada	001_Negative
nty	001_Negative
nthin	001_Negative
nookii	001_Negative
nokkuva	001_Negative
nokkiyadhaa	001_Negative
nokkada	001_Negative
nokiyitt	001_Negative
nokiyiriunna	001_Negative
nok	001_Negative
nnthuva	001_Negative
njjn	001_Negative
njettalum	001_Negative
niyokke	001_Negative
nivinum	001_Negative
nirtikuude	001_Negative
nirthiko	001_Negative
nirthathan	001_Negative
nirthaana	001_Negative
nint	001_Negative
ninneyokke	001_Negative
ninneyekkekond	001_Negative
ninnekondekke	001_Negative
ninkokkee	001_Negative
ningalku	001_Negative
ningalko	001_Negative
ningalk	001_Negative
ninaku	001_Negative
ninakku	001_Negative
nilavara	001_Negative
nila	001_Negative
nikkandaa	001_Negative
nikk	001_Negative
nighalkku	001_Negative
netflix	001_Negative
net	001_Negative
neracha	001_Negative
nenjathu	001_Negative
nela	001_Negative
negalikkan	001_Negative
neeyokke	001_Negative
neeraliyo	001_Negative
neeralii	001_Negative
nedillaa	001_Negative
nayikayaitt	001_Negative
nayikayai	001_Negative
nayanthara	001_Negative
narikale	001_Negative
nannaayi	001_Negative
nanamkettav	001_Negative
namskkaram	001_Negative
namskaaram	001_Negative
nammukke	001_Negative
nammala	001_Negative
nammakaarum	001_Negative
nallonm	001_Negative
nallatine	001_Negative
nallathine	001_Negative
nallathinayi	001_Negative
nallaatha	001_Negative
nall	001_Negative
nalkunnilla	001_Negative
naldukandal	001_Negative
nalathupolee	001_Negative
nairmarude	001_Negative
nairmare	001_Negative
nainte	001_Negative
nadkkuu	001_Negative
nadiye	001_Negative
nadathit	001_Negative
nadannavar	001_Negative
nadakkunnavarude	001_Negative
nadakkulla	001_Negative
nadakkoola	001_Negative
nadakamakumo	001_Negative
nadaka	001_Negative
naayinde	001_Negative
naayikkale	001_Negative
naattil	001_Negative
naasham	001_Negative
naariya	001_Negative
naarikkal	001_Negative
naarikalu	001_Negative
naari	001_Negative
naanipichu	001_Negative
naanavum	001_Negative
naanamketta	001_Negative
naadinu	001_Negative
naadinte	001_Negative
myrumonnumalla	001_Negative
myrum	001_Negative
myrukale	001_Negative
myrroli	001_Negative
myrree	001_Negative
myrolikalk	001_Negative
myrol	001_Negative
myrenmark	001_Negative
myrenmaarrum	001_Negative
myre	001_Negative
myranmar	001_Negative
myra	001_Negative
muttiyalum	001_Negative
muttamurianss	001_Negative
muttamariyans	001_Negative
muthalali	001_Negative
murugane	001_Negative
muriyandikal	001_Negative
munpilundavum	001_Negative
munpil	001_Negative
munnae	001_Negative
munbb	001_Negative
mump	001_Negative
mumbulla	001_Negative
mumbay	001_Negative
mumbathe	001_Negative
mumba	001_Negative
mukhath	001_Negative
mugathulla	001_Negative
mugath	001_Negative
mtram	001_Negative
msmmookka	001_Negative
moviyaanenna	001_Negative
movieyilum	001_Negative
movei	001_Negative
motion	001_Negative
moshaayipoyi	001_Negative
mosamanu	001_Negative
mosam	001_Negative
moopanu	001_Negative
moonjiyaa	001_Negative
moonjipoya	001_Negative
moonjikkaan	001_Negative
moonjaali	001_Negative
moonchum	001_Negative
moonchiya	001_Negative
moonchi	001_Negative
mongikko	001_Negative
mohannlal	001_Negative
mohanlalum	001_Negative
mohanlalnu	001_Negative
mohanan	001_Negative
mohamalla	001_Negative
mmuk	001_Negative
mikkavaarum	001_Negative
mikkathum	001_Negative
midile	001_Negative
mezhukal	001_Negative
meri	001_Negative
ment	001_Negative
mekkale	001_Negative
meaning	001_Negative
mayrol	001_Negative
mayiru	001_Negative
mayirae	001_Negative
mayir	001_Negative
mattumdha	001_Negative
mattane	001_Negative
mathiyarno	001_Negative
mathiyakkan	001_Negative
masalappadam	001_Negative
maryathakku	001_Negative
maryadhayoke	001_Negative
maryadaku	001_Negative
marunnu	001_Negative
marnnittia	001_Negative
markku	001_Negative
markkaar	001_Negative
marikkunnath	001_Negative
marikkathe	001_Negative
marikkan	001_Negative
mareyokke	001_Negative
marathil	001_Negative
marakkare	001_Negative
maraan	001_Negative
mansilayi	001_Negative
mansilai	001_Negative
manikoorinu	001_Negative
manikoor	001_Negative
mandanmaro	001_Negative
mandanmar	001_Negative
mandanmaar	001_Negative
manassilaayi	001_Negative
manassilaavunnillaa	001_Negative
manasilolladhu	001_Negative
manasilayille	001_Negative
manasilayaila	001_Negative
manasilay	001_Negative
manasilaayi	001_Negative
manasilaayee	001_Negative
manasika	001_Negative
mamunnifans	001_Negative
mamunni	001_Negative
mamootyumea	001_Negative
mammuunny	001_Negative
mammuttikkaan	001_Negative
mammuny	001_Negative
mammunnyolikal	001_Negative
mammunniyude	001_Negative
mammunniyepole	001_Negative
mammunniyalle	001_Negative
mammunniss	001_Negative
mammunnikk	001_Negative
mammunji	001_Negative
mammunikal	001_Negative
mammottykku	001_Negative
mammootyiku	001_Negative
mammoonni	001_Negative
mammookkak	001_Negative
mammokayude	001_Negative
mambazhamb	001_Negative
mambazhama	001_Negative
malaykku	001_Negative
malayalikalkkumariyam	001_Negative
malayaala	001_Negative
malavangalkkum	001_Negative
malarukalkum	001_Negative
malaranmar	001_Negative
malaranmaar	001_Negative
malaghamar	001_Negative
maklkekk	001_Negative
makkladaa	001_Negative
makkalodu	001_Negative
makkalkum	001_Negative
makkalku	001_Negative
makkalkku	001_Negative
makkalkk	001_Negative
makeoverumm	001_Negative
maju	001_Negative
maintain	001_Negative
mainayum	001_Negative
mahanmark	001_Negative
mahanmare	001_Negative
mahaniya	001_Negative
mahaanmaarude	001_Negative
mahaan	001_Negative
madhurarajakkum	001_Negative
madhurarajakku	001_Negative
madhuramilatha	001_Negative
madhurajak	001_Negative
madhurajaedatreum	001_Negative
madhara	001_Negative
mach	001_Negative
maattikko	001_Negative
maarude	001_Negative
maark	001_Negative
maarininnu	001_Negative
maarinikke	001_Negative
maarikkoluu	001_Negative
maaran	001_Negative
maanthittaanelum	001_Negative
maanavum	001_Negative
maalapadakkam	001_Negative
luciferinodu	001_Negative
lottu	001_Negative
loode	001_Negative
loocheeperinte	001_Negative
lokal	001_Negative
loham	001_Negative
load	001_Negative
lkg	001_Negative
levela	001_Negative
lelettanu	001_Negative
leak	001_Negative
lavanmarude	001_Negative
later	001_Negative
lappantta	001_Negative
laluni	001_Negative
lallunnikalle	001_Negative
lalappaa	001_Negative
lalapande	001_Negative
lakshnm	001_Negative
laksham	001_Negative
laettan	001_Negative
laalunnikal	001_Negative
laalinu	001_Negative
laalappan	001_Negative
laalappaa	001_Negative
kuzhucha	001_Negative
kuura	001_Negative
kuttathode	001_Negative
kuthuvaala	001_Negative
kuthupala	001_Negative
kuthiyirunnu	001_Negative
kuthirikunu	001_Negative
kuthira	001_Negative
kutam	001_Negative
kurve	001_Negative
kurupuutivarunavrde	001_Negative
kurupotty	001_Negative
kurupottikal	001_Negative
kurupotti	001_Negative
kurupottalaathi	001_Negative
kurugal	001_Negative
kurippelee	001_Negative
kureyannam	001_Negative
kurey	001_Negative
kurayunnu	001_Negative
kuravanu	001_Negative
kunnamare	001_Negative
kunnakk	001_Negative
kunnakale	001_Negative
kunjikayum	001_Negative
kunjalimarakaar	001_Negative
kuninjoru	001_Negative
kundi	001_Negative
kundanmare	001_Negative
krishnayeyum	001_Negative
kqnikan	001_Negative
kovala	001_Negative
korre	001_Negative
koreu	001_Negative
korch	001_Negative
koray	001_Negative
koppi	001_Negative
koppe	001_Negative
kopile	001_Negative
kopi	001_Negative
kopan	001_Negative
koottunnathu	001_Negative
koottiyah	001_Negative
koottiyaal	001_Negative
koottan	001_Negative
kootiyathil	001_Negative
kooti	001_Negative
koonathile	001_Negative
koodunundallo	001_Negative
koodunu	001_Negative
koodoolaa	001_Negative
koodilla	001_Negative
kondanu	001_Negative
konathile	001_Negative
kollulla	001_Negative
kollillaa	001_Negative
kollilla	001_Negative
kollanamm	001_Negative
kollale	001_Negative
kolani	001_Negative
kolamavukayaanengil	001_Negative
koduthilenkilum	001_Negative
koduthal	001_Negative
koduth	001_Negative
kodukkuvan	001_Negative
kodukkunnadu	001_Negative
kodukkapedum	001_Negative
kodukkanulla	001_Negative
kodukendi	001_Negative
kodukeda	001_Negative
kodtha	001_Negative
kod	001_Negative
kochuniye	001_Negative
kkaraye	001_Negative
kizhangum	001_Negative
kityille	001_Negative
kittunnilla	001_Negative
kittuka	001_Negative
kittathe	001_Negative
kittaadhu	001_Negative
kitenamayirunnu	001_Negative
kinattill	001_Negative
killichundan	001_Negative
kilavane	001_Negative
kidannu	001_Negative
kidana	001_Negative
kettoda	001_Negative
kettithugi	001_Negative
ketti	001_Negative
kettapole	001_Negative
kettal	001_Negative
ketitile	001_Negative
keranindalla	001_Negative
keleavan	001_Negative
kelava	001_Negative
keedangallannavo	001_Negative
keedangal	001_Negative
keechan	001_Negative
kedo	001_Negative
kedakkate	001_Negative
kazhuverikalk	001_Negative
kazhuthakalude	001_Negative
kazhiyillannu	001_Negative
kazhivu	001_Negative
kazhapamilla	001_Negative
kayyum	001_Negative
kaypayirikkum	001_Negative
kayaril	001_Negative
kayakulam	001_Negative
kattunnath	001_Negative
kashu	001_Negative
kashttappettu	001_Negative
kashttapedu	001_Negative
kashttamayipoyi	001_Negative
kashtmm	001_Negative
karym	001_Negative
karuth	001_Negative
kariyathil	001_Negative
kariyangal	001_Negative
karayunundaabumm	001_Negative
karanakuttik	001_Negative
kanunnylle	001_Negative
kanunnathinu	001_Negative
kanuna	001_Negative
kannunathinu	001_Negative
kanikkunnath	001_Negative
kanikkunath	001_Negative
kanichuvale	001_Negative
kanichathu	001_Negative
kanichalum	001_Negative
kanekulirke	001_Negative
kanduu	001_Negative
kandutheran	001_Negative
kandupidichittilla	001_Negative
kandota	001_Negative
kanditillaa	001_Negative
kanditilananu	001_Negative
kandirikam	001_Negative
kandillalo	001_Negative
kandd	001_Negative
kandattu	001_Negative
kandathonnumalla	001_Negative
kandappil	001_Negative
kandappam	001_Negative
kandapalla	001_Negative
kanathirikkuka	001_Negative
kanata	001_Negative
kanarundu	001_Negative
kanandaa	001_Negative
kanallu	001_Negative
kallykkan	001_Negative
kallamark	001_Negative
kall	001_Negative
kaliyo	001_Negative
kaliyakunnavare	001_Negative
kaliyakunna	001_Negative
kaliyakiyavar	001_Negative
kalikkette	001_Negative
kalikann	001_Negative
kalem	001_Negative
kale	001_Negative
kalanjuui	001_Negative
kalaaparavumayi	001_Negative
kadikunathu	001_Negative
kadhapathram	001_Negative
kadhalaathram	001_Negative
kadam	001_Negative
kaaryamilla	001_Negative
kaanunnoraavum	001_Negative
kaanunnilaa	001_Negative
kaanunille	001_Negative
kaanumbazhaann	001_Negative
kaannilla	001_Negative
kaannadhe	001_Negative
kaanikunadhumm	001_Negative
kaanichalum	001_Negative
kaanendi	001_Negative
kaanendaayirunnu	001_Negative
kaandhineyum	001_Negative
kaanaade	001_Negative
kaalathhum	001_Negative
kaalaneyum	001_Negative
joker	001_Negative
jimittukal	001_Negative
jimittan	001_Negative
jenmam	001_Negative
jeevithathil	001_Negative
jeevikkunna	001_Negative
jeebikkedaa	001_Negative
jattimaanii	001_Negative
janathayeyanu	001_Negative
iyyalkke	001_Negative
iyalude	001_Negative
iyalu	001_Negative
iyaalkkokke	001_Negative
ivrk	001_Negative
ivanmarkku	001_Negative
ivanmaaroke	001_Negative
ival	001_Negative
ittee	001_Negative
itrekku	001_Negative
itinum	001_Negative
ithupolonnu	001_Negative
ithrayadhikam	001_Negative
ithorumaathiri	001_Negative
ithonnu	001_Negative
ithinum	001_Negative
ithinokke	001_Negative
ithinoke	001_Negative
ithinidakk	001_Negative
ithinekkal	001_Negative
ithepole	001_Negative
ithenthoonu	001_Negative
ithenthonna	001_Negative
iteamsoka	001_Negative
itavarod	001_Negative
ishtappettilla	001_Negative
irunnoode	001_Negative
iruna	001_Negative
irkattum	001_Negative
irikuva	001_Negative
irikkattee	001_Negative
irikathe	001_Negative
irikanam	001_Negative
iriikayirunnu	001_Negative
irangunne	001_Negative
irangunnadinu	001_Negative
irangunna	001_Negative
irangiyitundu	001_Negative
irangiyittund	001_Negative
irangiyal	001_Negative
irangiya	001_Negative
irangikolum	001_Negative
iranghum	001_Negative
irakkaruth	001_Negative
irakaan	001_Negative
iragunnathinu	001_Negative
ippazhe	001_Negative
inner	001_Negative
innathe	001_Negative
innaanu	001_Negative
iniyatra	001_Negative
ingerum	001_Negative
ingerude	001_Negative
ingere	001_Negative
inganeyumundo	001_Negative
indello	001_Negative
inddu	001_Negative
indayath	001_Negative
impressed	001_Negative
immatiri	001_Negative
illennu	001_Negative
illengil	001_Negative
illed	001_Negative
illeaa	001_Negative
illathente	001_Negative
illathakkalle	001_Negative
illalpo	001_Negative
illaathavanmmaar	001_Negative
ikkayudepadakkam	001_Negative
ikkayod	001_Negative
ikkas	001_Negative
ijjati	001_Negative
idunnathin	001_Negative
idunnath	001_Negative
idoru	001_Negative
idiots	001_Negative
idhokke	001_Negative
idhano	001_Negative
idgaf	001_Negative
idehathinte	001_Negative
idaan	001_Negative
hopeless	001_Negative
hippo	001_Negative
hijadagal	001_Negative
hihi	001_Negative
hight	001_Negative
highlight	001_Negative
hello	001_Negative
hatersnulla	001_Negative
hae	001_Negative
gummillaa	001_Negative
gummilla	001_Negative
guhanolikalkk	001_Negative
guhanennokke	001_Negative
grade	001_Negative
goven	001_Negative
gopisunder	001_Negative
goapi	001_Negative
gilla	001_Negative
gift	001_Negative
ghum	001_Negative
ghalodu	001_Negative
ghalae	001_Negative
george	001_Negative
gangumayi	001_Negative
gadikedu	001_Negative
fuu	001_Negative
fools	001_Negative
fool	001_Negative
floppukalilekku	001_Negative
flexible	001_Negative
fislike	001_Negative
finger	001_Negative
filmilengilum	001_Negative
ff	001_Negative
feelum	001_Negative
fayankaram	001_Negative
fansukrude	001_Negative
fansukaar	001_Negative
fansugalum	001_Negative
fanskar	001_Negative
fansinem	001_Negative
fansavm	001_Negative
fansanenkil	001_Negative
fanbasil	001_Negative
failure	001_Negative
expression	001_Negative
evidarunu	001_Negative
evdoo	001_Negative
evdede	001_Negative
evar	001_Negative
evante	001_Negative
evannkk	001_Negative
evanano	001_Negative
ettunila	001_Negative
ettans	001_Negative
ettanodum	001_Negative
ettanode	001_Negative
ettanm	001_Negative
ettadi	001_Negative
etrae	001_Negative
ethukandalariyam	001_Negative
ethreyum	001_Negative
ethonnum	001_Negative
ethokke	001_Negative
ethiyo	001_Negative
ethittundu	001_Negative
ethinokke	001_Negative
ethine	001_Negative
ethikkaanulla	001_Negative
ethikk	001_Negative
ethikanonnula	001_Negative
ethenna	001_Negative
etheella	001_Negative
ethavana	001_Negative
etharathilulla	001_Negative
ethanoo	001_Negative
ethane	001_Negative
erghunathinn	001_Negative
erengunenu	001_Negative
erangumbo	001_Negative
erangiyilla	001_Negative
erangiya	001_Negative
erangikkottay	001_Negative
erangi	001_Negative
erangana	001_Negative
erangan	001_Negative
erakuum	001_Negative
erakune	001_Negative
eragikotteda	001_Negative
eraghum	001_Negative
enthuvanan	001_Negative
enthuaadee	001_Negative
enthonedai	001_Negative
enthon	001_Negative
enthinna	001_Negative
enthinanavo	001_Negative
enthinaannu	001_Negative
enthengilum	001_Negative
enthellaam	001_Negative
entharanjittadoo	001_Negative
enthanu	001_Negative
enthaavumoo	001_Negative
enthaanenn	001_Negative
ennulavar	001_Negative
ennittu	001_Negative
ennitto	001_Negative
ennitt	001_Negative
ennathinu	001_Negative
engneru	001_Negative
enghall	001_Negative
enge	001_Negative
enganey	001_Negative
endhuvaadai	001_Negative
endhe	001_Negative
endhan	001_Negative
elle	001_Negative
ellavarudeyum	001_Negative
ellavaarode	001_Negative
ellarun	001_Negative
electinu	001_Negative
elaarkum	001_Negative
el	001_Negative
ekkaude	001_Negative
ejjayi	001_Negative
ejaadhii	001_Negative
ei	001_Negative
eetil	001_Negative
eetahh	001_Negative
eenthapaya	001_Negative
eejathi	001_Negative
eduthittu	001_Negative
eduthh	001_Negative
eduthappozulla	001_Negative
edukentiverum	001_Negative
eduka	001_Negative
edthu	001_Negative
edjelum	001_Negative
edhin	001_Negative
edendathu	001_Negative
edathe	001_Negative
edand	001_Negative
edaann	001_Negative
eda	001_Negative
ed	001_Negative
eazhrikath	001_Negative
eatthilla	001_Negative
eathinilkumbazum	001_Negative
eatgaa	001_Negative
earangunnathinu	001_Negative
earangiyittund	001_Negative
eadukkattee	001_Negative
ea70	001_Negative
ea	001_Negative
duranthngal	001_Negative
duranthangal	001_Negative
dukkiknda	001_Negative
dressokke	001_Negative
dressing	001_Negative
doubtum	001_Negative
dislukke	001_Negative
dislke	001_Negative
dislikum	001_Negative
dislikeolikalkkulla	001_Negative
disapointed	001_Negative
diriection	001_Negative
dineshaa	001_Negative
dileepine	001_Negative
dialougue	001_Negative
dhurendhangal	001_Negative
dhosham	001_Negative
deslike	001_Negative
deivangaleeyy	001_Negative
dehippikam	001_Negative
degradarsinu	001_Negative
dbl	001_Negative
dayav	001_Negative
dailogado	001_Negative
dailog	001_Negative
cummi	001_Negative
crisp	001_Negative
creativity	001_Negative
country	001_Negative
count	001_Negative
costume	001_Negative
coppy	001_Negative
cop	001_Negative
company	001_Negative
commentsitta	001_Negative
coloring	001_Negative
collectionum	001_Negative
cinimayude	001_Negative
cinimayuday	001_Negative
cinimakku	001_Negative
cinemal	001_Negative
cinemak	001_Negative
cinemade	001_Negative
cifer	001_Negative
chyuvanentho	001_Negative
chydha	001_Negative
chuvaril	001_Negative
chukavandanam	001_Negative
choriyanmaare	001_Negative
chorichill	001_Negative
chorichil	001_Negative
choddyam	001_Negative
chirikkum	001_Negative
chirikkathaver	001_Negative
chillarkku	001_Negative
chilappol	001_Negative
chilakunnavar	001_Negative
cheyyunnavark	001_Negative
cheyyunadh	001_Negative
cheyyunaa	001_Negative
cheyyipikunnadh	001_Negative
cheyyathillennu	001_Negative
cheyyathe	001_Negative
cheyyann	001_Negative
cheyyanee	001_Negative
cheyyane	001_Negative
cheyyanda	001_Negative
cheyyanamalloo	001_Negative
cheyyamennathu	001_Negative
cheyunnavarodu	001_Negative
cheyunnathinu	001_Negative
cheyunavare	001_Negative
cheyunavanoke	001_Negative
cheythude	001_Negative
cheythirinnenkill	001_Negative
cheytal	001_Negative
cheyithittundu	001_Negative
cheyee	001_Negative
cheydha	001_Negative
cheyalle	001_Negative
cheyale	001_Negative
cheyaan	001_Negative
chettakale	001_Negative
cherunnilla	001_Negative
cherunnath	001_Negative
cherunathu	001_Negative
cherilla	001_Negative
chelakkan	001_Negative
chekuthan	001_Negative
cheeyy	001_Negative
chechie	001_Negative
chawada	001_Negative
chavda	001_Negative
chavada	001_Negative
chav	001_Negative
chathude	001_Negative
chathoode	001_Negative
chathiyan	001_Negative
charithrathe	001_Negative
chapli	001_Negative
chanellil	001_Negative
chanelil	001_Negative
chanduvum	001_Negative
champu	001_Negative
chalikal	001_Negative
chaidu	001_Negative
chadichoo	001_Negative
chaavinadaa	001_Negative
chaavali	001_Negative
chaanakahinalkathu	001_Negative
chaakum	001_Negative
cenimede	001_Negative
cbse	001_Negative
cashing	001_Negative
caribbean	001_Negative
careful	001_Negative
carbien	001_Negative
budhiyum	001_Negative
budhimuttuna	001_Negative
boxofficil	001_Negative
borayitund	001_Negative
boradiikkuna	001_Negative
bora	001_Negative
bombin	001_Negative
bombidilum	001_Negative
boar	001_Negative
bldy	001_Negative
bhodam	001_Negative
bhayakunnavarde	001_Negative
bhamanikkunu	001_Negative
bhalamundu	001_Negative
bhaala	001_Negative
bhaakki	001_Negative
bengaali	001_Negative
bedil	001_Negative
bedikumennu	001_Negative
banal	001_Negative
bala	001_Negative
bakshanam	001_Negative
bagavaane	001_Negative
baakil	001_Negative
baahubali	001_Negative
baadhicha	001_Negative
ayyappante	001_Negative
aytaanu	001_Negative
ayrikum	001_Negative
ayit	001_Negative
ayirunnenkil	001_Negative
ayind	001_Negative
ayillenkil	001_Negative
ayerunnu	001_Negative
aye	001_Negative
ayatinal	001_Negative
ayallo	001_Negative
avunathinu	001_Negative
avrkithe	001_Negative
avatharippikunnondu	001_Negative
avasta	001_Negative
avashtha	001_Negative
avarkku	001_Negative
avarkkente	001_Negative
avarkariyam	001_Negative
avao	001_Negative
avannu	001_Negative
avanmaarku	001_Negative
avalude	001_Negative
athulim	001_Negative
athrem	001_Negative
athrayum	001_Negative
athrank	001_Negative
athinithuvare	001_Negative
athenu	001_Negative
athanne	001_Negative
athaan	001_Negative
atella	001_Negative
asuya	001_Negative
asukam	001_Negative
asree	001_Negative
asooyamootha	001_Negative
asooyade	001_Negative
ashaming	001_Negative
aryam	001_Negative
arummilla	001_Negative
arokeyayirikumennu	001_Negative
arkokkeyo	001_Negative
ariyunnilla	001_Negative
ariyatha	001_Negative
arinja	001_Negative
arillaayy	001_Negative
aranenokke	001_Negative
aranavo	001_Negative
aram	001_Negative
arabikkadalinte	001_Negative
appante	001_Negative
appalekum	001_Negative
appa	001_Negative
app	001_Negative
anushree	001_Negative
anugal	001_Negative
anubavavumayi	001_Negative
anthamaaya	001_Negative
antha	001_Negative
annaloo	001_Negative
annallo	001_Negative
anginethanneyaavum	001_Negative
angeegarikkan	001_Negative
anganullavar	001_Negative
andharikane	001_Negative
andam	001_Negative
analloo	001_Negative
analley	001_Negative
anakil	001_Negative
amoo	001_Negative
ammakku	001_Negative
aluva	001_Negative
alukale	001_Negative
alo	001_Negative
allukal	001_Negative
allarkkum	001_Negative
allade	001_Negative
alinje	001_Negative
alavalathikal	001_Negative
alambayi	001_Negative
alamb	001_Negative
alaatha	001_Negative
akumboo	001_Negative
akkiyal	001_Negative
akkiya	001_Negative
akata	001_Negative
akandu	001_Negative
akanamennu	001_Negative
akanamenkil	001_Negative
akamayirunnu	001_Negative
akaamayirunnu	001_Negative
ajithaa	001_Negative
aishu	001_Negative
ahnallo	001_Negative
agrahichittavum	001_Negative
agil	001_Negative
aghikarikaan	001_Negative
agge	001_Negative
aged	001_Negative
aethra	001_Negative
aennum	001_Negative
aenne	001_Negative
aduttha	001_Negative
aduthundayittilla	001_Negative
adute	001_Negative
adum	001_Negative
adukunna	001_Negative
adukkuvaa	001_Negative
adiyeda	001_Negative
adiyavatte	001_Negative
adiyakatte	001_Negative
adil	001_Negative
adikunund	001_Negative
adikunne	001_Negative
adikunnavanmara	001_Negative
adikunavanmaruda	001_Negative
adikkunnavarkk	001_Negative
adikkunnath	001_Negative
adikkunnadhu	001_Negative
adikkunee	001_Negative
adikkunavare	001_Negative
adikkathirunoode	001_Negative
adikkane	001_Negative
adikkand	001_Negative
adikkanam	001_Negative
adikkana	001_Negative
adikkaa	001_Negative
adikathada	001_Negative
adikane	001_Negative
adikadaa	001_Negative
adikaanum	001_Negative
adikaann	001_Negative
adichuu	001_Negative
adichondu	001_Negative
adichondirikuva	001_Negative
adichirikkunnu	001_Negative
adichirikanadu	001_Negative
adicheverk	001_Negative
adichengilum	001_Negative
adichavarude	001_Negative
adichavarode	001_Negative
adichavarku	001_Negative
adichavarkkellam	001_Negative
adichavarde	001_Negative
adichavanmarku	001_Negative
adichavanmark	001_Negative
adichavanmaarod	001_Negative
adichavanmaar	001_Negative
adichatind	001_Negative
adichathu	001_Negative
adichathenn	001_Negative
adichathe	001_Negative
adichathanalo	001_Negative
adhinu	001_Negative
adhikavum	001_Negative
adhey	001_Negative
adechath	001_Negative
addikunnvarode	001_Negative
addikaan	001_Negative
addichavark	001_Negative
adaranjalikal	001_Negative
adaichavarkk	001_Negative
adaa	001_Negative
actorors	001_Negative
achanillathavarkkum	001_Negative
abinayipikan	001_Negative
abinayikkunnath	001_Negative
abinayiche	001_Negative
