id	text	newtext	label	category
ml_sen_1087	Trailer kandappo thanne romaanjam limit break chiedhu....Cinima kandaal romaanjam kondu marikkum....	trailer kandappo {unknown_state} kandappo thanne {XXX} thanne romaanjam {XXX} romaanjam limit {XXX} limit break {XXX} break chiedhucinima {XXX} chiedhucinima kandaal {XXX} kandaal romaanjam {XXX} romaanjam kondu {XXX} 	1	Positive
ml_sen_1088	1:11 a simple loook enna poweraaa!!!!	111 a {XXX} a simple {XXX} simple loook {XXX} loook enna {XXX} 	1	Positive
ml_sen_1089	Vivek Oberoi ku vineethettan Annu sound koduthathennu arinju athu veendum kelkkan Vanna aarenkilumundo	vivek oberoi {unknown_state} oberoi ku {XXX} ku vineethettan {XXX} vineethettan annu {XXX} annu sound {XXX} sound koduthathennu {XXX} koduthathennu arinju {XXX} arinju athu {XXX} athu veendum {XXX} veendum kelkkan {XXX} kelkkan vanna {XXX} 	2	unknown_state
ml_sen_1090	Kure nerayi repeat adichu kanunu.angane arelumundo	kure nerayi {XXX} nerayi repeat {XXX} repeat adichu {unknown_state} adichu kanunuangane {XXX} 	2	unknown_state
ml_sen_1091	Mamangam  a proud of Malayalam industry  Ikka	mamangam a {XXX} a proud {XXX} proud of {not-malayalam} of malayalam {not-malayalam} malayalam industry {not-malayalam} 	4	not-malayalam/tamil
ml_sen_1092	Powlich laletta nigal  mass alla maranamassannnnn	powlich laletta {XXX} laletta nigal {Positive} nigal mass {XXX} mass alla {Positive} 	1	Positive
ml_sen_1093	Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum	lucifer teaser {XXX} teaser adipolii {XXX} adipolii ennalum {XXX} ennalum madhura {XXX} madhura raja {unknown_state} raja teaser {not-malayalam} teaser kan {XXX} kan poitt {XXX} poitt illengil {XXX} illengil lose {XXX} 	1	Positive
ml_sen_1094	Maass.trailer ennu paranja ithaanU makkale.....katta waitinG for #Lucifer	maasstrailer ennu {XXX} ennu paranja {Positive} paranja ithaanu {Positive} ithaanu makkalekatta {XXX} makkalekatta waiting {XXX} waiting for {Positive} 	1	Positive
ml_sen_1095	Mammuka evide evideen kannum nattu nokkiyirunnath njn matjramanoo?	mammuka evide {XXX} evide evideen {XXX} evideen kannum {XXX} kannum nattu {XXX} nattu nokkiyirunnath {XXX} nokkiyirunnath njn {XXX} 	2	unknown_state
ml_sen_1096	Dis like cheida yella lalunni fansu polum trailorinu vendi katta waitingil aanallo	dis like {Negative} like cheida {XXX} cheida yella {XXX} yella lalunni {XXX} lalunni fansu {XXX} fansu polum {XXX} polum trailorinu {XXX} trailorinu vendi {XXX} vendi katta {Positive} katta waitingil {XXX} 	1	Positive
ml_sen_1097	When you strike at a king	when you {not-malayalam} you strike {XXX} strike at {XXX} at a {XXX} 	1	Positive
ml_sen_1098	Padam kand trailer kaanaan vannavar like adi	padam kand {unknown_state} kand trailer {unknown_state} trailer kaanaan {unknown_state} kaanaan vannavar {unknown_state} vannavar like {unknown_state} 	2	unknown_state
ml_sen_1099	I'm a Kannadiga!  I love Malayalam movies   Love from Karunadu!	im a {Positive} a kannadiga {XXX} kannadiga i {not-malayalam} i love {not-malayalam} love malayalam {not-malayalam} malayalam movies {not-malayalam} movies love {XXX} love from {not-malayalam} 	4	not-malayalam/tamil
ml_sen_1100	Jayetta ee xmas angu kondu poyko	jayetta ee {XXX} ee xmas {XXX} xmas angu {XXX} angu kondu {XXX} 	1	Positive
ml_sen_1101	Pulimurukan chaya kachiyathu pole thonniyathu enikku mathramano...	pulimurukan chaya {XXX} chaya kachiyathu {XXX} kachiyathu pole {XXX} pole thonniyathu {XXX} thonniyathu enikku {Mixed_feelings} 	3	Mixed_feelings
ml_sen_1102	Mammookka ithelum mass aayi big b il varunnund ith verum sample	mammookka ithelum {XXX} ithelum mass {XXX} mass aayi {XXX} aayi big {XXX} big b {Positive} b il {XXX} il varunnund {XXX} varunnund ith {XXX} ith verum {unknown_state} 	1	Positive
ml_sen_1103	E mohanlal and pdithvi  veendum kothippikkuanello	e mohanlal {XXX} mohanlal and {XXX} and pdithvi {XXX} pdithvi veendum {XXX} 	1	Positive
ml_sen_1104	Aa kurishil christinte thala odich vechekunnu... raju brilliance	aa kurishil {XXX} kurishil christinte {XXX} christinte thala {XXX} thala odich {XXX} odich vechekunnu {XXX} vechekunnu raju {XXX} 	1	Positive
ml_sen_1105	All Kerala Mohanlal fans like here	all kerala {unknown_state} kerala mohanlal {unknown_state} mohanlal fans {not-malayalam} fans like {unknown_state} 	2	unknown_state
ml_sen_1106	ijjadhi kola mass trailer	ijjadhi kola {XXX} kola mass {Positive} 	1	Positive
ml_sen_1107	Ikka fan aa but first day thanne odiyan kanum	ikka fan {Positive} fan aa {XXX} aa but {XXX} but first {XXX} first day {Positive} day thanne {unknown_state} thanne odiyan {XXX} 	1	Positive
ml_sen_1108	Ethine velluna oru cinema inni oru 5-6 varshatheku iranigila heaviest of heaviest   Bramandamass  Ennu urapullavar like adikuka	ethine velluna {XXX} velluna oru {XXX} oru cinema {Positive} cinema inni {XXX} inni oru {XXX} oru 56 {XXX} 56 varshatheku {XXX} varshatheku iranigila {XXX} iranigila heaviest {XXX} heaviest of {XXX} of heaviest {XXX} heaviest bramandamass {XXX} bramandamass ennu {XXX} ennu urapullavar {unknown_state} urapullavar like {unknown_state} 	2	unknown_state
ml_sen_1109	Movie adipoli.. aju varghese my fav	movie adipoli {XXX} adipoli aju {XXX} aju varghese {unknown_state} varghese my {XXX} 	2	unknown_state
ml_sen_1110	Padakkam loading. Ingerkku ithu pathivaanalle. Oru hit padam eduthaal pinne moonu naalu chavarukal edukkum. Eg: Drama	padakkam loading {XXX} loading ingerkku {XXX} ingerkku ithu {XXX} ithu pathivaanalle {XXX} pathivaanalle oru {XXX} oru hit {Mixed_feelings} hit padam {XXX} padam eduthaal {XXX} eduthaal pinne {XXX} pinne moonu {XXX} moonu naalu {XXX} naalu chavarukal {XXX} chavarukal edukkum {XXX} edukkum eg {XXX} 	1	Positive
ml_sen_1111	Ammbo onnum parayan illa enna oru bgm annu class sathanam	ammbo onnum {XXX} onnum parayan {Positive} parayan illa {Positive} illa enna {XXX} enna oru {Positive} oru bgm {Positive} bgm annu {XXX} annu class {XXX} 	1	Positive
ml_sen_1112	LucifeR kande Kon thetti erikunna njn🤐 Next Day MadhuraRaja Trailer Ente ollu baki konum poyi🤐🤐🤐	lucifer kande {XXX} kande kon {XXX} kon thetti {XXX} thetti erikunna {XXX} erikunna njn {XXX} njn next {XXX} next day {XXX} day madhuraraja {XXX} madhuraraja trailer {unknown_state} trailer ente {XXX} ente ollu {XXX} ollu baki {XXX} baki konum {XXX} 	2	unknown_state
ml_sen_1113	Trailer polinu paryavur like adi	trailer polinu {XXX} polinu paryavur {XXX} paryavur like {XXX} 	2	unknown_state
ml_sen_1114	Kiduuuu.. kiduuuu... Maranna item... Maranna mass BGM	kiduuuu kiduuuu {XXX} kiduuuu maranna {XXX} maranna item {XXX} item maranna {XXX} maranna mass {Positive} 	1	Positive
ml_sen_1115	Powli ikka		1	Positive
ml_sen_1116	Ippo kaanunna ikka fans un do oo	ippo kaanunna {XXX} kaanunna ikka {unknown_state} ikka fans {unknown_state} fans un {XXX} un do {XXX} 	2	unknown_state
ml_sen_1117	Vere level trailer hype koodi varunnu lalettan and rajuvettan vere level aakki thonnunu	vere level {Positive} level trailer {Positive} trailer hype {XXX} hype koodi {XXX} koodi varunnu {XXX} varunnu lalettan {XXX} lalettan and {Positive} and rajuvettan {XXX} rajuvettan vere {XXX} vere level {Positive} level aakki {XXX} 	1	Positive
ml_sen_1118	Njngalk 100 kodi onnum venda nammada ikka thaaa eee nilkunna pola onnu ninna mathiii pinna enth kodi...........	njngalk 100 {XXX} 100 kodi {Positive} kodi onnum {XXX} onnum venda {Positive} venda nammada {XXX} nammada ikka {XXX} ikka thaaa {XXX} thaaa eee {XXX} eee nilkunna {XXX} nilkunna pola {XXX} pola onnu {XXX} onnu ninna {XXX} ninna mathiii {XXX} mathiii pinna {XXX} pinna enth {XXX} 	1	Positive
ml_sen_1119	Ente jeevante jeevanaya ichayoiii niga muthanu kalkkiyeee kalkki	ente jeevante {XXX} jeevante jeevanaya {XXX} jeevanaya ichayoiii {XXX} ichayoiii niga {XXX} niga muthanu {XXX} muthanu kalkkiyeee {XXX} 	1	Positive
ml_sen_1120	Super movie....... Best dialogues..... NARCOTICS IS A DIRTY BUSINESS...	super movie {Positive} movie best {not-malayalam} best dialogues {XXX} dialogues narcotics {XXX} narcotics is {XXX} is a {unknown_state} a dirty {unknown_state} 	1	Positive
ml_sen_1121	wow.....ithu mathiri oru teaser pakkave illa romba pramada mayirikku	wowithu mathiri {XXX} mathiri oru {XXX} oru teaser {Positive} teaser pakkave {XXX} pakkave illa {XXX} illa romba {XXX} romba pramada {XXX} 	1	Positive
ml_sen_1122	Dislike adichavark trailer ishtapedanjitto അതോ lalettaneyo. എതായാലും ninnodokke പുച്ഛം മാത്രം. Its ettans swag	dislike adichavark {Positive} adichavark trailer {XXX} trailer ishtapedanjitto {XXX} ishtapedanjitto lalettaneyo {XXX} lalettaneyo ninnodokke {XXX} ninnodokke its {XXX} its ettans {XXX} 	1	Positive
ml_sen_1123	Ikka Oru reskhem illatha trailer. Katta ikka fans . Like adich pwolik!!!	ikka oru {Positive} oru reskhem {XXX} reskhem illatha {XXX} illatha trailer {Positive} trailer katta {Positive} katta ikka {Positive} ikka fans {unknown_state} fans like {unknown_state} like adich {unknown_state} 	1	Positive
ml_sen_1124	Katta wtng... !!! The Himalayan kwid  Mamoomkkaa	katta wtng {Positive} wtng the {XXX} the himalayan {XXX} himalayan kwid {XXX} 	1	Positive
ml_sen_1125	Aro oke ee padathinee bhayakkunnu	aro oke {XXX} oke ee {XXX} ee padathinee {XXX} 	1	Positive
ml_sen_1126	Nedumudi venu anekil age crt feel aynenee makeup venda..+cmdy ..	nedumudi venu {Mixed_feelings} venu anekil {XXX} anekil age {XXX} age crt {XXX} crt feel {XXX} feel aynenee {XXX} aynenee makeup {XXX} 	1	Positive
ml_sen_1127	Ithu oru onnu onnara unda aayirikum	ithu oru {Positive} oru onnu {XXX} onnu onnara {XXX} onnara unda {XXX} 	1	Positive
ml_sen_1128	1:07 . ezhuthi kaanichathu kondu aaranennu manasilaayi	107 ezhuthi {XXX} ezhuthi kaanichathu {XXX} kaanichathu kondu {XXX} kondu aaranennu {XXX} 	2	unknown_state
ml_sen_1129	Bgm polichu onnum parayan ella	bgm polichu {XXX} polichu onnum {Positive} onnum parayan {Positive} 	1	Positive
ml_sen_1130	Ethu vera ayit 2.9 M ayathe ullo..lucifer e samayam kondu 4M nu mukalil poyi	ethu vera {XXX} vera ayit {XXX} ayit 29 {XXX} 29 m {XXX} m ayathe {XXX} ayathe ullolucifer {XXX} ullolucifer e {XXX} e samayam {XXX} samayam kondu {XXX} kondu 4m {XXX} 4m nu {XXX} nu mukalil {XXX} 	2	unknown_state
ml_sen_1131	Oru 30 pravashyamenkilum kandirikkum trailer  9 days to go for mamangam On dec 12	oru 30 {XXX} 30 pravashyamenkilum {XXX} pravashyamenkilum kandirikkum {XXX} kandirikkum trailer {XXX} trailer 9 {XXX} 9 days {XXX} days to {not-malayalam} to go {not-malayalam} go for {not-malayalam} for mamangam {not-malayalam} mamangam on {XXX} on dec {XXX} 	4	not-malayalam/tamil
ml_sen_1132	Ittimaniyude kurumbum kusrithiyum kanan kathirikunnavar adi like	ittimaniyude kurumbum {XXX} kurumbum kusrithiyum {XXX} kusrithiyum kanan {XXX} kanan kathirikunnavar {XXX} kathirikunnavar adi {XXX} 	2	unknown_state
ml_sen_1133	Lalettan fan aanu. Lucifer thakarthu. Ithum adipoli aakatte ennu aashamsikkunnu...	lalettan fan {Positive} fan aanu {Positive} aanu lucifer {XXX} lucifer thakarthu {XXX} thakarthu ithum {XXX} ithum adipoli {XXX} adipoli aakatte {XXX} aakatte ennu {Positive} 	1	Positive
ml_sen_1134	Tovinoye kollan aanu manju parayunnath ennu thonnunnu	tovinoye kollan {XXX} kollan aanu {XXX} aanu manju {XXX} manju parayunnath {XXX} parayunnath ennu {XXX} 	1	Positive
ml_sen_1135	Oru mass +class padam anu eenu ourapichu	oru mass {Positive} mass class {Positive} class padam {XXX} padam anu {XXX} anu eenu {XXX} 	1	Positive
ml_sen_1136	Trailer vere Level ayittum response pora	trailer vere {Positive} vere level {Positive} level ayittum {XXX} ayittum response {XXX} 	1	Positive
ml_sen_1137	0.40 il entha ella Indian flags um talakuthi vechirikkunne ?	040 il {XXX} il entha {XXX} entha ella {XXX} ella indian {XXX} indian flags {XXX} flags um {XXX} um talakuthi {XXX} 	1	Positive
ml_sen_1138	ith Mic lu baylu parena pole ind. Pidikityavar like	ith mic {XXX} mic lu {XXX} lu baylu {XXX} baylu parena {XXX} parena pole {XXX} pole ind {Positive} ind pidikityavar {XXX} 	1	Positive
ml_sen_1139	Hey eth nth maayam ennale like koranjuu dhe eppa dislikeum koranjuu...	hey eth {XXX} eth nth {XXX} nth maayam {XXX} maayam ennale {XXX} ennale like {XXX} like koranjuu {XXX} koranjuu dhe {XXX} dhe eppa {XXX} eppa dislikeum {XXX} 	2	unknown_state
ml_sen_1140	Odiyan trailer kidukki Laletta nigal vere levela	odiyan trailer {not-malayalam} trailer kidukki {Positive} kidukki laletta {XXX} laletta nigal {Positive} nigal vere {Positive} 	1	Positive
ml_sen_1141	Mammooka fans sub my channel  Keri vaa makkale	mammooka fans {unknown_state} fans sub {XXX} sub my {XXX} my channel {not-malayalam} channel keri {XXX} keri vaa {XXX} 	2	unknown_state
ml_sen_1142	100k like in just 35 minutes	100k like {not-malayalam} like in {not-malayalam} in just {XXX} just 35 {XXX} 	4	not-malayalam/tamil
ml_sen_1143	Adipoli ikka... Kolakolliaittam nnparanjappo ethrapradeekshichilla sooooper	adipoli ikka {XXX} ikka kolakolliaittam {XXX} kolakolliaittam nnparanjappo {XXX} nnparanjappo ethrapradeekshichilla {XXX} 	1	Positive
ml_sen_1144	LUCY Ooh ennik okk aar like tharan	lucy ooh {XXX} ooh ennik {XXX} ennik okk {XXX} okk aar {XXX} aar like {XXX} 	2	unknown_state
ml_sen_1145	I watched odiyan in toronto..romba nalla irundudu movie naan laletaan sema trim aa irundaaru..nice attempt.	i watched {XXX} watched odiyan {XXX} odiyan in {XXX} in torontoromba {XXX} torontoromba nalla {XXX} nalla irundudu {XXX} irundudu movie {XXX} movie naan {XXX} naan laletaan {XXX} laletaan sema {XXX} sema trim {XXX} trim aa {XXX} aa irundaarunice {XXX} 	1	Positive
ml_sen_1146	Super .. pazhachi pola tonunu ..  history movie kanamenkil mammoka abinayikanam	super pazhachi {XXX} pazhachi pola {XXX} pola tonunu {XXX} tonunu history {XXX} history movie {XXX} movie kanamenkil {XXX} kanamenkil mammoka {XXX} 	1	Positive
ml_sen_1147	Njan oru laletan fan anu but ee movie namude abimaanamaanu enthayalum mega hit avan prarythikkunnu	njan oru {Positive} oru laletan {XXX} laletan fan {XXX} fan anu {Positive} anu but {Positive} but ee {Positive} ee movie {unknown_state} movie namude {XXX} namude abimaanamaanu {XXX} abimaanamaanu enthayalum {XXX} enthayalum mega {XXX} mega hit {not-malayalam} hit avan {XXX} 	1	Positive
ml_sen_1148	Ithu  super number hit  akum	ithu super {Positive} super number {XXX} number hit {XXX} 	1	Positive
ml_sen_1149	Tovino abhinayikkunnath kond film bahishkkarikkunna ettan fans anu nammal. Go back tolvino	tovino abhinayikkunnath {XXX} abhinayikkunnath kond {XXX} kond film {XXX} film bahishkkarikkunna {XXX} bahishkkarikkunna ettan {XXX} ettan fans {Positive} fans anu {XXX} anu nammal {XXX} nammal go {XXX} go back {XXX} 	1	Positive
ml_sen_1150	Katta ettan fan pakshe entho Manasu parayunu  Ith thakarkum	katta ettan {Positive} ettan fan {Positive} fan pakshe {Positive} pakshe entho {XXX} entho manasu {XXX} manasu parayunu {XXX} parayunu ith {XXX} 	1	Positive
ml_sen_1151	ithu kandu romanjam vannu marikkan poyath eniku mathram ano?	ithu kandu {unknown_state} kandu romanjam {XXX} romanjam vannu {Positive} vannu marikkan {XXX} marikkan poyath {XXX} poyath eniku {XXX} eniku mathram {unknown_state} 	1	Positive
ml_sen_1152	Makkale ith 2019 anu  Padathile adi kandappol thonniyatha	makkale ith {Positive} ith 2019 {XXX} 2019 anu {XXX} anu padathile {XXX} padathile adi {XXX} adi kandappol {XXX} 	1	Positive
ml_sen_1153	vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...	vadaaa mass {XXX} mass dialoguemammootty {XXX} dialoguemammootty fan {XXX} fan aya {unknown_state} aya njan {XXX} njan pattunnuithu {XXX} pattunnuithu lalettan {XXX} lalettan thakarkumennukoode {XXX} thakarkumennukoode vishakite {XXX} vishakite madhura {XXX} 	1	Positive
ml_sen_1154	ith pwolikkum enn urappullavar adi like	ith pwolikkum {Positive} pwolikkum enn {XXX} enn urappullavar {Positive} urappullavar adi {unknown_state} 	1	Positive
ml_sen_1155	Traileril ninu thanne manassilayi aval evideya ullathennu	traileril ninu {XXX} ninu thanne {XXX} thanne manassilayi {XXX} manassilayi aval {XXX} aval evideya {XXX} 	2	unknown_state
ml_sen_1156	Aa myran sohan seenu lal veendum mammookka yude koode koodiyallo padachone...	aa myran {XXX} myran sohan {XXX} sohan seenu {XXX} seenu lal {XXX} lal veendum {XXX} veendum mammookka {XXX} mammookka yude {XXX} yude koode {XXX} koode koodiyallo {XXX} 	2	unknown_state
ml_sen_1157	Ee varavu bollywood ine thakarkanam enn ente mathram aagrahamavilla	ee varavu {XXX} varavu bollywood {XXX} bollywood ine {XXX} ine thakarkanam {XXX} thakarkanam enn {XXX} enn ente {XXX} ente mathram {XXX} 	1	Positive
ml_sen_1158	Trailer kidilam but murali gopy brilliant thirakadha palarkkum thaleyil kerathilla...	trailer kidilam {XXX} kidilam but {XXX} but murali {Mixed_feelings} murali gopy {Mixed_feelings} gopy brilliant {XXX} brilliant thirakadha {XXX} thirakadha palarkkum {XXX} palarkkum thaleyil {XXX} 	3	Mixed_feelings
ml_sen_1159	Raja recode  break chyum oorapulvar like adi	raja recode {XXX} recode break {XXX} break chyum {XXX} chyum oorapulvar {XXX} oorapulvar like {XXX} 	2	unknown_state
ml_sen_1160	Pk Ramdas... Nammude Rajettan aanennu njn parajal nigalude abhiprayam...????	pk ramdas {unknown_state} ramdas nammude {XXX} nammude rajettan {XXX} rajettan aanennu {XXX} aanennu njn {XXX} njn parajal {XXX} parajal nigalude {XXX} 	2	unknown_state
ml_sen_1161	Election time l kanan pattya film	election time {XXX} time l {XXX} l kanan {XXX} kanan pattya {XXX} 	2	unknown_state
ml_sen_1162	Ettan fansinte katta support to ikka	ettan fansinte {Positive} fansinte katta {XXX} katta support {Positive} support to {not-malayalam} 	1	Positive
ml_sen_1163	Onn parayan illa. Aadipoli. Mass ikka. Unni chettan polichu	onn parayan {XXX} parayan illa {Positive} illa aadipoli {XXX} aadipoli mass {XXX} mass ikka {Positive} ikka unni {unknown_state} unni chettan {XXX} 	1	Positive
ml_sen_1164	Than ketto? Anna benn fans like adi	than ketto {XXX} ketto anna {XXX} anna benn {XXX} benn fans {XXX} fans like {unknown_state} 	2	unknown_state
ml_sen_1165	madhura rajayude teaser okke kaanumbol eee trailer okke idth kenatilidaan thonaa	madhura rajayude {Positive} rajayude teaser {XXX} teaser okke {XXX} okke kaanumbol {XXX} kaanumbol eee {XXX} eee trailer {XXX} trailer okke {Mixed_feelings} okke idth {XXX} idth kenatilidaan {XXX} 	1	Positive
ml_sen_1166	Cheriya pulli alla avan padicha kalana...  Mass marana mass	cheriya pulli {unknown_state} pulli alla {unknown_state} alla avan {unknown_state} avan padicha {unknown_state} padicha kalana {XXX} kalana mass {XXX} mass marana {Positive} 	2	unknown_state
ml_sen_1167	@1:40 t0 1:50 ....sema .... gethu scene ...	140 t0 {XXX} t0 150 {XXX} 150 sema {XXX} sema gethu {XXX} 	2	unknown_state
ml_sen_1168	Mohanlal ee 100crore kayarumen urapp ullavar like adi	mohanlal ee {XXX} ee 100crore {XXX} 100crore kayarumen {XXX} kayarumen urapp {XXX} urapp ullavar {Positive} ullavar like {unknown_state} 	2	unknown_state
ml_sen_1169	Padam kandittu varunnnavar undooo .... MADHURARAJA oree pwoli   MAMMOKKA PWOLICHUU	padam kandittu {unknown_state} kandittu varunnnavar {XXX} varunnnavar undooo {XXX} undooo madhuraraja {XXX} madhuraraja oree {XXX} oree pwoli {XXX} pwoli mammokka {XXX} 	1	Positive
ml_sen_1170	23 k  unlike   hehe   idum  kanji  tanne	23 k {XXX} k unlike {XXX} unlike hehe {XXX} hehe idum {XXX} idum kanji {XXX} 	2	unknown_state
ml_sen_1171	Trailerinayi ravile 11 mani muthal ivde kuthiyirikkunnavarundo	trailerinayi ravile {XXX} ravile 11 {XXX} 11 mani {XXX} mani muthal {Positive} muthal ivde {XXX} 	2	unknown_state
ml_sen_1172	Eth pwolikum .....the complete actor lalettaaaaaaa ....katta waiting for lucifer enna look aa nmle lalettaaa	eth pwolikum {Positive} pwolikum the {XXX} the complete {not-malayalam} complete actor {not-malayalam} actor lalettaaaaaaa {XXX} lalettaaaaaaa katta {XXX} katta waiting {Positive} waiting for {Positive} for lucifer {Positive} lucifer enna {XXX} enna look {XXX} look aa {XXX} aa nmle {XXX} 	1	Positive
ml_sen_1173	Ooo mire. Njn vicharich teaser Poole uumbiyath aayirikkum nn. Id verre level kolakolli itemm..	ooo mire {XXX} mire njn {XXX} njn vicharich {XXX} vicharich teaser {XXX} teaser poole {XXX} poole uumbiyath {XXX} uumbiyath aayirikkum {XXX} aayirikkum nn {XXX} nn id {XXX} id verre {XXX} verre level {XXX} level kolakolli {XXX} 	1	Positive
ml_sen_1174	Odiyante Odi vidya thudangi makkale...Murugaaa ne sherikum theernu	odiyante odi {XXX} odi vidya {XXX} vidya thudangi {XXX} thudangi makkalemurugaaa {XXX} makkalemurugaaa ne {XXX} ne sherikum {XXX} 	2	unknown_state
ml_sen_1175	Dislike adikaan vendi vannathaa.. pakshe.. #LUCIFAR ith pwoliKum... all d bzttt... by ikkaa_Faan🤩	dislike adikaan {Positive} adikaan vendi {Positive} vendi vannathaa {XXX} vannathaa pakshe {XXX} pakshe lucifar {XXX} lucifar ith {XXX} ith pwolikum {Positive} pwolikum all {XXX} all d {not-malayalam} d bzttt {XXX} bzttt by {XXX} 	1	Positive
ml_sen_1176	Waiting aane pettanne 8 mani aayaal kullamaayirunnu allae	waiting aane {XXX} aane pettanne {XXX} pettanne 8 {XXX} 8 mani {unknown_state} mani aayaal {XXX} aayaal kullamaayirunnu {XXX} 	2	unknown_state
ml_sen_1177	Historical character cheyyaaan mammookayaan  best  Entha aaa shabdha gaambheeram	historical character {XXX} character cheyyaaan {XXX} cheyyaaan mammookayaan {XXX} mammookayaan best {XXX} best entha {XXX} entha aaa {XXX} aaa shabdha {XXX} 	1	Positive
ml_sen_1178	Sambavam polichu  Ennu lalettan fanaya oral 🤗	sambavam polichu {Positive} polichu ennu {XXX} ennu lalettan {XXX} lalettan fanaya {XXX} 	1	Positive
ml_sen_1179	View etrayayee ennu ariyan veeunavar undo ?	view etrayayee {XXX} etrayayee ennu {XXX} ennu ariyan {XXX} ariyan veeunavar {XXX} 	2	unknown_state
ml_sen_1180	One million nu ini kurachoode...	one million {XXX} million nu {XXX} nu ini {XXX} 	2	unknown_state
ml_sen_1181	aa face koodi onn kandirinnu enkil	aa face {Positive} face koodi {XXX} koodi onn {unknown_state} onn kandirinnu {XXX} 	1	Positive
ml_sen_1182	MollyWood going to another level ... Mamangam	mollywood going {XXX} going to {not-malayalam} to another {XXX} another level {XXX} 	4	not-malayalam/tamil
ml_sen_1183	njan ikka fan aaan!  lalettante oru nalla thirichu varav pratheekshikunnu......rajuvettan direction super aayittund!	njan ikka {XXX} ikka fan {Positive} fan aaan {XXX} aaan lalettante {XXX} lalettante oru {XXX} oru nalla {Positive} nalla thirichu {XXX} thirichu varav {XXX} varav pratheekshikunnurajuvettan {XXX} pratheekshikunnurajuvettan direction {XXX} direction super {XXX} 	1	Positive
ml_sen_1184	Hevvy mass lalettan and mammukka fans like	hevvy mass {XXX} mass lalettan {Positive} lalettan and {Positive} and mammukka {XXX} mammukka fans {unknown_state} 	1	Positive
ml_sen_1185	VERE            LEval		1	Positive
ml_sen_1186	Ufff  ijjathiii iteam......  Katta Waiting	ufff ijjathiii {XXX} ijjathiii iteam {XXX} iteam katta {XXX} 	1	Positive
ml_sen_1187	eee trailer oru cinema kanunapole irunn  kanan pattiya oru item ann  christianigalk idayil ivan oru pere ullu.. #Lucifer	eee trailer {XXX} trailer oru {Positive} oru cinema {Positive} cinema kanunapole {XXX} kanunapole irunn {XXX} irunn kanan {XXX} kanan pattiya {XXX} pattiya oru {XXX} oru item {Mixed_feelings} item ann {Positive} ann christianigalk {XXX} christianigalk idayil {XXX} idayil ivan {XXX} ivan oru {XXX} oru pere {unknown_state} pere ullu {unknown_state} 	1	Positive
ml_sen_1188	Mammokkayude madurarajakku shesham  adutha super hit	mammokkayude madurarajakku {XXX} madurarajakku shesham {XXX} shesham adutha {Positive} adutha super {XXX} 	1	Positive
ml_sen_1189	Padicha kallana..   laletttaaaa ingalu muthanu.....	padicha kallana {XXX} kallana laletttaaaa {XXX} laletttaaaa ingalu {XXX} 	2	unknown_state
ml_sen_1190	veendum veendum kooduthal praavashyam kaanunnavar undoo?	veendum veendum {Positive} veendum kooduthal {XXX} kooduthal praavashyam {XXX} praavashyam kaanunnavar {XXX} 	1	Positive
ml_sen_1191	2 times ee movie Njan kandu	2 times {XXX} times ee {XXX} ee movie {unknown_state} movie njan {XXX} 	2	unknown_state
ml_sen_1192	Koora Trailer iyalkku ee pani nirthi pokkode	koora trailer {Negative} trailer iyalkku {XXX} iyalkku ee {XXX} ee pani {Negative} pani nirthi {XXX} 	0	Negative
ml_sen_1193	Itu polikkum ithu polikkum Eppo polichennu chodicha mathi	itu polikkum {XXX} polikkum ithu {XXX} ithu polikkum {Positive} polikkum eppo {XXX} eppo polichennu {XXX} polichennu chodicha {XXX} 	1	Positive
ml_sen_1194	Dialogue delivery oru gummilla.. ahh padam varattee nokkam	dialogue delivery {Negative} delivery oru {Positive} oru gummilla {Negative} gummilla ahh {XXX} ahh padam {XXX} padam varattee {XXX} 	0	Negative
ml_sen_1195	Dialogil kallanmaar ennathinu pakaram chekkuthaanmaar ennakiyirunnenkil kurachu koodi nannayirunnene ennu enikku mathram aano thonniyathu	dialogil kallanmaar {XXX} kallanmaar ennathinu {XXX} ennathinu pakaram {XXX} pakaram chekkuthaanmaar {XXX} chekkuthaanmaar ennakiyirunnenkil {XXX} ennakiyirunnenkil kurachu {XXX} kurachu koodi {Positive} koodi nannayirunnene {XXX} nannayirunnene ennu {XXX} ennu enikku {Negative} enikku mathram {Mixed_feelings} mathram aano {unknown_state} 	2	unknown_state
ml_sen_1196	Oru best actor manakkunnu....happy birthday chunk ikkaaaa	oru best {unknown_state} best actor {unknown_state} actor manakkunnuhappy {XXX} manakkunnuhappy birthday {XXX} birthday chunk {XXX} 	2	unknown_state
ml_sen_1197	Poli...... By  A ikka fan	poli by {XXX} by a {Positive} a ikka {Positive} 	1	Positive
ml_sen_1198	Muriyandi mammunniyude sudappi fansinaanu kuru vallathe pottunnath..	muriyandi mammunniyude {XXX} mammunniyude sudappi {XXX} sudappi fansinaanu {XXX} fansinaanu kuru {XXX} kuru vallathe {XXX} 	2	unknown_state
