id	text	label	category
ml_sen_955	Pokkiriraja verum trailer mathram Picture abhi be bakki he Bhai Ini rajayyde varavanu Orungi irunno	0	Negative
ml_sen_956	 mins k views power of laletan	4	not-malayalam/tamil
ml_sen_957	gas off chaitho enu choikumbola sarikum nammakum doubt varunai	3	Mixed_feelings
ml_sen_958	Ithu enthaada serial aah  pani nirthi podappa 	0	Negative
ml_sen_959	Mammukka fans  Suriya fans  Vijay fans like adikk ivide	2	unknown_state
ml_sen_960	    ann  athukomd pryuvalla trailer polich	1	Positive
ml_sen_961	Arjun reddy and kgf bgm mixed	4	not-malayalam/tamil
ml_sen_962	Madhura raja trailer thudagu munpe like adichavvar undo  undegill evideyum oru like adicho engane adichu vitto	2	unknown_state
ml_sen_963	Ith oru hit aavum ennullavar like	1	Positive
ml_sen_964	Cant wait mamookamammoty fans adi like	2	unknown_state
ml_sen_965	lalettan vere levelaanu   massss	1	Positive
ml_sen_966	Kya gajab trailer hai bhai  Superb	4	not-malayalam/tamil
ml_sen_967	Onnum venda ikkade aaa sound oh enjadhi basss	3	Mixed_feelings
ml_sen_968	Peranbilum yathrayilum ingeru ithengana abhinayichumaassinu maassum claassinu claassum ikka vere level thanne	1	Positive
ml_sen_969	pullikku  aano  aano outstanding body language	3	Mixed_feelings
ml_sen_970	ysr        	4	not-malayalam/tamil
ml_sen_971	M lalettan da  Adikk makkale like	2	unknown_state
ml_sen_972	Ethu pulimuruganaano  Ha ha ha 	0	Negative
ml_sen_973	Ikkauda oru Mikacha movie thannayairikkum ithu urappuu MA angam	1	Positive
ml_sen_974	Ward membareeee kandittille vaa  nu theatril vaa	1	Positive
ml_sen_975	Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu Hbd Mammukka	1	Positive
ml_sen_976	Poka pattiya trailer padavum inganayal nallath	0	Negative
ml_sen_977	Nerathe M aarunnu Ithrapettannu M aayooo   ettan thaan vismayam	1	Positive
ml_sen_978	Mad man god never dies only satan dies satans video ridiculous	4	not-malayalam/tamil
ml_sen_979	Mohanlal fans like here Trailer maran mass Uff kidu	1	Positive
ml_sen_980	kolaam nala randu thriller aanalo iprashyam orumich irangaan ponath  nice teaser mammukkaye kanaan pateela  DOP and edit	4	not-malayalam/tamil
ml_sen_981	Enne pole katta waiting ayi nikunavar adi oru	1	Positive
ml_sen_982	Last aaa THALAIVAAAAviliyil goosebumps kittiyavarkk like adikkanullla comment	2	unknown_state
ml_sen_983	Ithoru baahubaliyo kgf oo alla Ithu orae oru mammaankam	1	Positive
ml_sen_984	Vere level trailer  Malayala cinemaye  vere level ethikkum	1	Positive
ml_sen_985	Ellaavarum paramavadhi insta whatsaap facebook share cheyyuka	2	unknown_state
ml_sen_986	Oru rakshyum ellaa bgm hats off gopi sundar chettaaa	3	Mixed_feelings
ml_sen_987	ill nalla clarityill vechu pause cheythu nokiya gunum kondu nilkunna rajuvettane kanam clear aayi	0	Negative
ml_sen_988	Ende ponnooo hvy item love you mammukka	1	Positive
ml_sen_989	Unda enna peru kettapo	0	Negative
ml_sen_990	Megastar Mammootty M padmakumar Mamangam Malayalam Moovie	4	not-malayalam/tamil
ml_sen_991	Anna bente frnd ayitt abinayikunath midukiyil undayirunna bonny anoo	1	Positive
ml_sen_992	Fight scenes muzhuvan hvy  aayittind	1	Positive
ml_sen_993	Sheriyaa Siddique Lalettante othiri kali neritt kandittullathalle 	0	Negative
ml_sen_994	Kollam Avasaanam odiyan manikyane pole avadhirunna mathi 	3	Mixed_feelings
ml_sen_995	njan parayunnu eetavum valiya big flop aayirikkum	1	Positive
ml_sen_996	 year of Odiyan Trailer	3	Mixed_feelings
ml_sen_997	Mammookka uyir like adichu pottikada makkale	1	Positive
ml_sen_998	tovino machan rahul Gandhi aayi thonniyavarundo like	2	unknown_state
ml_sen_999	Ee visula marakrille allaore english movie de trailer aanebut dailogue same ane	3	Mixed_feelings
ml_sen_1000	Lalltten fansinte best of luck For dilepptan	4	not-malayalam/tamil
ml_sen_1001	Venda kutta uruttam Toviiiiiiii enikk  niggale onnu kananam mindanam	1	Positive
ml_sen_1002	Oru adipoli COMEDY  THRILLER aavumenne preteekshikunnu	1	Positive
ml_sen_1003	Malayalam cinema technical aayi orupaad uyarattee Valiya budget quality films iniyum ithe pole undavatte	3	Mixed_feelings
ml_sen_1004	lucifer inte munnil enthonn raaja ettan da	1	Positive
ml_sen_1005	Oru rakshayumilla poli cinema mammoka polichadukki	1	Positive
ml_sen_1006	Padam kand	1	Positive
ml_sen_1007	Njangal Ikka Fansinte Swantham Ettan  DILEEPETTAN	1	Positive
ml_sen_1008	Still trending  inn vaykeet  nn ee trending karikku piller edukko  	1	Positive
ml_sen_1009	malayalikalude rakthathil alinja perumamukaaaith polikkumMega Mass Movie from One and Only Megastar	4	not-malayalam/tamil
ml_sen_1010	trailer kollam but oru tamil movie remake anu edh  proof	3	Mixed_feelings
ml_sen_1011	Mammokkaaaaa  marana mass look kiduveey	1	Positive
ml_sen_1012	Immathiri oru tovino padathin waiting aarnnachayan polikkum mass Padam 	1	Positive
ml_sen_1013	 M   M Aavatte	1	Positive
ml_sen_1014	 pidich ninn eni sugayitt kidann uranga  eni release n vendi iam waiting	1	Positive
ml_sen_1015	Copy cheythathu moshamayi poi chethatho cheythu korachu nannayi cheyyamayirunnu	0	Negative
ml_sen_1016	Teaser kandappa kittiya mass feel trailer l miss cheyyand	3	Mixed_feelings
ml_sen_1017	Eee vishu ikka yum pillerum kondu pokum	1	Positive
ml_sen_1018	Dis like engane thonniadikan Adichavanmar  ooompikoooo Ikka  Mass daaaaaaaaaaaaa Keralathinte muthue	1	Positive
ml_sen_1019	Oru ikka faanaayittu pollum katta romaancham laletta ith pwolikum	1	Positive
ml_sen_1020	Ikka padanine dileepetta fans ella support	1	Positive
ml_sen_1021	Ayyo ente Idivett Sugunan evde	1	Positive
ml_sen_1022	Mammookkka s just vere level broo	1	Positive
ml_sen_1023	Lalettaa Raju chettai  such a promising trailer  RONJAAAMAM	1	Positive
ml_sen_1024	Adi poly mammokka marana mazz	1	Positive
ml_sen_1025	 ippozzhalle pidi kittiyathu ee cinemayude viewsinte rahasyem   Ellaam annachimaarkum bhayankara akaamsha aanelloo 	0	Negative
ml_sen_1026	Pokirirajayil ninnum nala story ulla padamaanu ennu thonnunu	3	Mixed_feelings
ml_sen_1027	Deivame ith  manikkooril nilkkoooAarekooyaanithilho myaaarakamLalettan kiiiiii	1	Positive
ml_sen_1028	Katta ikka fans adik like evide	2	unknown_state
ml_sen_1029	Ellarodum oru karym Orupad prethiksha vechu kolam akalle Nalla cinema avatte enu agrahikm	3	Mixed_feelings
ml_sen_1030	Padam pottum Ram fans munji sudapi teams  kuru pottum	0	Negative
ml_sen_1031	ankilinteyum parolinteyum parajayathinu shesham mammokkayude shakthamaya thirichu varavu	1	Positive
ml_sen_1032	Visuals serial pidikunna camera polundu Make up oke ittu ellarum	3	Mixed_feelings
ml_sen_1033	Aarenkilum ithinte akathu prithvi undo ennu nokaaan vanno 	2	unknown_state
ml_sen_1034	 k Mammunni fans trailor Kandu	0	Negative
ml_sen_1035	First Tim Malayalam movie le best BGM  paakuren	3	Mixed_feelings
ml_sen_1036	paid like  k      k    k viewers k it mean fake auto like	4	not-malayalam/tamil
ml_sen_1037	M      Views K   Likes K   Comments  Mamangam Mammookka	4	not-malayalam/tamil
ml_sen_1038	Namada model school  Model schooli padiche pillerokke evdeda	2	unknown_state
ml_sen_1039	Suraaajjj poli soubikkaaaa we are waiting	4	not-malayalam/tamil
ml_sen_1040	k views	4	not-malayalam/tamil
ml_sen_1041	Theoteril ninn irangiya oru feelenikk maathramaano	1	Positive
ml_sen_1042	Pokkiri rajayumayde storyumayi enthakilum bendham undo	2	unknown_state
ml_sen_1043	Padam kandu	1	Positive
ml_sen_1044	Vijay babuvinu pakaram vere actor aayrnnenkil perfect aayene	3	Mixed_feelings
ml_sen_1045	Tharikida sabu ah poorimone kondu varendayirunnu	3	Mixed_feelings
ml_sen_1046	 Raju ettan allei back ill nilkunathee	1	Positive
ml_sen_1047	 minute kond  k view	2	unknown_state
ml_sen_1048	Kerala Police again to Malayalam screens	4	not-malayalam/tamil
ml_sen_1049	Jayetta katta fanpakse ithonum oodathila oodilelum nalla cinema ayirnel kuyapolarnuentho trailer kandite aa feelum varunilaanyway goodkuck	1	Positive
ml_sen_1050	BGMil gopisunderinte sound illayirunenkl korachu better aayene	3	Mixed_feelings
ml_sen_1051	Wishwasich koode varunnavare geevan      kodutayalum samrakhikkum	3	Mixed_feelings
ml_sen_1052	Trailer kandit manassilayeele eth vere level aan makkale	1	Positive
ml_sen_1053	Promo video  ente ikka	1	Positive
ml_sen_1054	Ethinakath ondo nammade dady girija appo kanjavu kesu kaanum	2	unknown_state
ml_sen_1055	Mass trailer  vere level anu	1	Positive
ml_sen_1056	dont do dislike ikka polichu super	1	Positive
ml_sen_1057	Prithvi director Lalettan nayakan But trailer teaser nte athra vannilla Trailer kandappoo Murali gopi aannalloo kadha nu veendum ormipichuuu Pratheeksha poyi	3	Mixed_feelings
ml_sen_1058	Mammoookkkaaaaaaa The King is Back	4	not-malayalam/tamil
ml_sen_1059	You can stop trailer  minute	1	Positive
ml_sen_1060	Hmm ippo ethum trending listil 	2	unknown_state
ml_sen_1061	Ith vera level trailerannu Pada Athukum mela ayrikum  waiting	1	Positive
ml_sen_1062	Vyshaketta Oru prayam aya manushyane vacha ningal Troy model idi cheyikunne Ningalode angeru chodikum Just kidding Item mass	1	Positive
ml_sen_1063	O ikka polichu am vayasillum mass lookka	1	Positive
ml_sen_1064	Supr team mammookka from team ettan	4	not-malayalam/tamil
ml_sen_1065	Adaaa mwoneeee inganeee oru trailer kanda kaalam marannu  Fdfs for sure	1	Positive
ml_sen_1066	Vllya sambavayitt thonilla theateril vech kaanam Prathvi angine chali akoolann vishwasikkunn	0	Negative
ml_sen_1067	sanni chechiye konddu vannelengilum mammuckayude eaa padam kanan  ellarum kerumennayirickum malayaliyude oru gethikede	1	Positive
ml_sen_1068	 k dislikeoooo adhummm namudai laletaneeee aradaaaa Kai adichodikadaaaa	2	unknown_state
ml_sen_1069	Enthu kandita dislike adikune Mamooka fans Mohanlal haters step back Lucifer is comeing	4	not-malayalam/tamil
ml_sen_1070	Arjun ashokine kannddappol sherikkumulla policanennu thonniyavar adi like	2	unknown_state
ml_sen_1071	Exam kazhiyatte makkale enikkum onnu armandukkanamoh	1	Positive
ml_sen_1072	Check full comment name and details name kazhivil alla orotharkum nottam nummade alalo ennal comment and like adikam	4	not-malayalam/tamil
ml_sen_1073	Kunhanthante Kada athe pole aaavoooo	3	Mixed_feelings
ml_sen_1074	Best actor nd part anne ennu  thoniyavar like	2	unknown_state
ml_sen_1075	Kidu trailer padam super aarikum ennadhil oru samshayom illaall the best team HELEN	1	Positive
ml_sen_1076	  million like Kodukku mammuka  	2	unknown_state
ml_sen_1077	Ekka njan orikal ekede koode oru filim cheyyum oru Indian mass padam	1	Positive
ml_sen_1078	Ittimani padam nalllavaratum Hit aavatum ipadik Vijay rasikan	1	Positive
ml_sen_1079	Ee avinja fansukare kond thottaallo dei padam kollamengil oodum allel pottum	0	Negative
ml_sen_1080	venamenghel eee link open cheyethu aaa videodaa tharaaa comment cheyee	2	unknown_state
ml_sen_1081	Hooru azhchak ithrayum Neelam ondo Idikkatta waiting	1	Positive
ml_sen_1082	Onnum than e parayanilla bgm kalakki	1	Positive
ml_sen_1083	Enthu oola trailer mammatty lokatholvi Ithum kondano Lucifer aayittu muttan varunne Comedy thanne	0	Negative
ml_sen_1084	Ee cinemayilum mammootikku pani kurache undaku dilog kure undakumpaniyokke piller edukkendivarum	0	Negative
ml_sen_1085	Akka uyir Ikka ma alle venda Maarakam	1	Positive
ml_sen_1086	ente ponnu lalettaa after narasimham  ithaanu padam	1	Positive
ml_sen_1087	Trailer kandappo thanne romaanjam limit break chiedhuCinima kandaal romaanjam kondu marikkum	3	Mixed_feelings
ml_sen_1088	 a simple loook enna poweraaa	1	Positive
ml_sen_1089	Vivek Oberoi ku vineethettan Annu sound koduthathennu arinju athu veendum kelkkan Vanna aarenkilumundo	2	unknown_state
ml_sen_1090	Kure nerayi repeat adichu kanunuangane arelumundo	0	Negative
ml_sen_1091	Mamangam  a proud of Malayalam industry  Ikka	4	not-malayalam/tamil
ml_sen_1092	Powlich laletta nigal  mass alla maranamassannnnn	1	Positive
ml_sen_1093	Lucifer teaser adipolii  Ennalum madhura raja teaser kan poitt illengil lose avum	1	Positive
ml_sen_1094	Maasstrailer ennu paranja ithaanU makkalekatta waitinG for Lucifer	1	Positive
ml_sen_1095	Mammuka evide evideen kannum nattu nokkiyirunnath njn matjramanoo	2	unknown_state
ml_sen_1096	Dis like cheida yella lalunni fansu polum trailorinu vendi katta waitingil aanallo	0	Negative
ml_sen_1097	When you strike at a king	4	not-malayalam/tamil
ml_sen_1098	Padam kand trailer kaanaan vannavar like adi	2	unknown_state
ml_sen_1099	Im a Kannadiga  I love Malayalam movies   Love from Karunadu	4	not-malayalam/tamil
ml_sen_1100	Jayetta ee xmas angu kondu poyko	1	Positive
ml_sen_1101	Pulimurukan chaya kachiyathu pole thonniyathu enikku mathramano	3	Mixed_feelings
ml_sen_1102	Mammookka ithelum mass aayi big b il varunnund ith verum sample	1	Positive
ml_sen_1103	E mohanlal and pdithvi  veendum kothippikkuanello	4	not-malayalam/tamil
ml_sen_1104	Aa kurishil christinte thala odich vechekunnu raju brilliance	1	Positive
ml_sen_1105	All Kerala Mohanlal fans like here	4	not-malayalam/tamil
ml_sen_1106	ijjadhi kola mass trailer	1	Positive
ml_sen_1107	Ikka fan aa but first day thanne odiyan kanum	1	Positive
ml_sen_1108	Ethine velluna oru cinema inni oru  varshatheku iranigila heaviest of heaviest   Bramandamass  Ennu urapullavar like adikuka	1	Positive
ml_sen_1109	Movie adipoli aju varghese my fav	1	Positive
ml_sen_1110	Padakkam loading Ingerkku ithu pathivaanalle Oru hit padam eduthaal pinne moonu naalu chavarukal edukkum Eg Drama	3	Mixed_feelings
ml_sen_1111	Ammbo onnum parayan illa enna oru bgm annu class sathanam	1	Positive
ml_sen_1112	LucifeR kande Kon thetti erikunna njn Next Day MadhuraRaja Trailer Ente ollu baki konum poyi	1	Positive
ml_sen_1113	Trailer polinu paryavur like adi	2	unknown_state
ml_sen_1114	Kiduuuu kiduuuu Maranna item Maranna mass BGM	1	Positive
ml_sen_1115	Powli ikka	1	Positive
ml_sen_1116	Ippo kaanunna ikka fans un do oo	2	unknown_state
ml_sen_1117	Vere level trailer hype koodi varunnu lalettan and rajuvettan vere level aakki thonnunu	1	Positive
ml_sen_1118	Njngalk  kodi onnum venda nammada ikka thaaa eee nilkunna pola onnu ninna mathiii pinna enth kodi	1	Positive
ml_sen_1119	Ente jeevante jeevanaya ichayoiii niga muthanu kalkkiyeee kalkki	1	Positive
ml_sen_1120	Super movie Best dialogues NARCOTICS IS A DIRTY BUSINESS	4	not-malayalam/tamil
ml_sen_1121	wowithu mathiri oru teaser pakkave illa romba pramada mayirikku	1	Positive
ml_sen_1122	Dislike adichavark trailer ishtapedanjitto  lalettaneyo  ninnodokke   Its ettans swag	0	Negative
ml_sen_1123	Ikka Oru reskhem illatha trailer Katta ikka fans  Like adich pwolik	1	Positive
ml_sen_1124	Katta wtng  The Himalayan kwid  Mamoomkkaa	1	Positive
ml_sen_1125	Aro oke ee padathinee bhayakkunnu	0	Negative
ml_sen_1126	Nedumudi venu anekil age crt feel aynenee makeup vendacmdy 	3	Mixed_feelings
ml_sen_1127	Ithu oru onnu onnara unda aayirikum	1	Positive
ml_sen_1128	  ezhuthi kaanichathu kondu aaranennu manasilaayi	3	Mixed_feelings
ml_sen_1129	Bgm polichu onnum parayan ella	1	Positive
ml_sen_1130	Ethu vera ayit  M ayathe ullolucifer e samayam kondu M nu mukalil poyi	1	Positive
ml_sen_1131	Oru  pravashyamenkilum kandirikkum trailer   days to go for mamangam On dec 	4	not-malayalam/tamil
ml_sen_1132	Ittimaniyude kurumbum kusrithiyum kanan kathirikunnavar adi like	2	unknown_state
ml_sen_1133	Lalettan fan aanu Lucifer thakarthu Ithum adipoli aakatte ennu aashamsikkunnu	1	Positive
ml_sen_1134	Tovinoye kollan aanu manju parayunnath ennu thonnunnu	3	Mixed_feelings
ml_sen_1135	Oru mass class padam anu eenu ourapichu	1	Positive
ml_sen_1136	Trailer vere Level ayittum response pora	1	Positive
ml_sen_1137	 il entha ella Indian flags um talakuthi vechirikkunne 	1	Positive
ml_sen_1138	ith Mic lu baylu parena pole ind Pidikityavar like	1	Positive
ml_sen_1139	Hey eth nth maayam ennale like koranjuu dhe eppa dislikeum koranjuu	2	unknown_state
ml_sen_1140	Odiyan trailer kidukki Laletta nigal vere levela	1	Positive
ml_sen_1141	Mammooka fans sub my channel  Keri vaa makkale	2	unknown_state
ml_sen_1142	k like in just  minutes	4	not-malayalam/tamil
ml_sen_1143	Adipoli ikka Kolakolliaittam nnparanjappo ethrapradeekshichilla sooooper	1	Positive
ml_sen_1144	LUCY Ooh ennik okk aar like tharan	2	unknown_state
ml_sen_1145	I watched odiyan in torontoromba nalla irundudu movie naan laletaan sema trim aa irundaarunice attempt	4	not-malayalam/tamil
ml_sen_1146	Super  pazhachi pola tonunu   history movie kanamenkil mammoka abinayikanam	1	Positive
ml_sen_1147	Njan oru laletan fan anu but ee movie namude abimaanamaanu enthayalum mega hit avan prarythikkunnu	1	Positive
ml_sen_1148	Ithu  super number hit  akum	1	Positive
ml_sen_1149	Tovino abhinayikkunnath kond film bahishkkarikkunna ettan fans anu nammal Go back tolvino	1	Positive
ml_sen_1150	Katta ettan fan pakshe entho Manasu parayunu  Ith thakarkum	1	Positive
ml_sen_1151	ithu kandu romanjam vannu marikkan poyath eniku mathram ano	1	Positive
ml_sen_1152	Makkale ith  anu  Padathile adi kandappol thonniyatha	1	Positive
ml_sen_1153	vadaaa mass dialoguemammootty fan aya njan pattunnuithu lalettan thakarkumennukoode vishakite madhura rajayum	1	Positive
ml_sen_1154	ith pwolikkum enn urappullavar adi like	2	unknown_state
ml_sen_1155	Traileril ninu thanne manassilayi aval evideya ullathennu	2	unknown_state
ml_sen_1156	Aa myran sohan seenu lal veendum mammookka yude koode koodiyallo padachone	1	Positive
ml_sen_1157	Ee varavu bollywood ine thakarkanam enn ente mathram aagrahamavilla	0	Negative
ml_sen_1158	Trailer kidilam but murali gopy brilliant thirakadha palarkkum thaleyil kerathilla	3	Mixed_feelings
ml_sen_1159	Raja recode  break chyum oorapulvar like adi	2	unknown_state
ml_sen_1160	Pk Ramdas Nammude Rajettan aanennu njn parajal nigalude abhiprayam	1	Positive
ml_sen_1161	Election time l kanan pattya film	1	Positive
ml_sen_1162	Ettan fansinte katta support to ikka	1	Positive
ml_sen_1163	Onn parayan illa Aadipoli Mass ikka Unni chettan polichu	1	Positive
ml_sen_1164	Than ketto Anna benn fans like adi	2	unknown_state
ml_sen_1165	madhura rajayude teaser okke kaanumbol eee trailer okke idth kenatilidaan thonaa	3	Mixed_feelings
ml_sen_1166	Cheriya pulli alla avan padicha kalana  Mass marana mass	1	Positive
ml_sen_1167	 t  sema  gethu scene 	1	Positive
ml_sen_1168	Mohanlal ee crore kayarumen urapp ullavar like adi	2	unknown_state
ml_sen_1169	Padam kandittu varunnnavar undooo  MADHURARAJA oree pwoli   MAMMOKKA PWOLICHUU	1	Positive
ml_sen_1170	 k  unlike   hehe   idum  kanji  tanne	0	Negative
ml_sen_1171	Trailerinayi ravile  mani muthal ivde kuthiyirikkunnavarundo	2	unknown_state
ml_sen_1172	Eth pwolikum the complete actor lalettaaaaaaa katta waiting for lucifer enna look aa nmle lalettaaa	1	Positive
ml_sen_1173	Ooo mire Njn vicharich teaser Poole uumbiyath aayirikkum nn Id verre level kolakolli itemm	1	Positive
ml_sen_1174	Odiyante Odi vidya thudangi makkaleMurugaaa ne sherikum theernu	0	Negative
ml_sen_1175	Dislike adikaan vendi vannathaa pakshe LUCIFAR ith pwoliKum all d bzttt by ikkaaFaan	1	Positive
ml_sen_1176	Waiting aane pettanne  mani aayaal kullamaayirunnu allae	1	Positive
ml_sen_1177	Historical character cheyyaaan mammookayaan  best  Entha aaa shabdha gaambheeram	1	Positive
ml_sen_1178	Sambavam polichu  Ennu lalettan fanaya oral 	1	Positive
ml_sen_1179	View etrayayee ennu ariyan veeunavar undo 	2	unknown_state
ml_sen_1180	One million nu ini kurachoode	2	unknown_state
ml_sen_1181	aa face koodi onn kandirinnu enkil	1	Positive
ml_sen_1182	MollyWood going to another level  Mamangam	4	not-malayalam/tamil
ml_sen_1183	njan ikka fan aaan  lalettante oru nalla thirichu varav pratheekshikunnurajuvettan direction super aayittund	1	Positive
ml_sen_1184	Hevvy mass lalettan and mammukka fans like	4	not-malayalam/tamil
ml_sen_1185	VERE            LEval	1	Positive
ml_sen_1186	Ufff  ijjathiii iteam  Katta Waiting	1	Positive
ml_sen_1187	eee trailer oru cinema kanunapole irunn  kanan pattiya oru item ann  christianigalk idayil ivan oru pere ullu Lucifer	1	Positive
ml_sen_1188	Mammokkayude madurarajakku shesham  adutha super hit	1	Positive
ml_sen_1189	Padicha kallana   laletttaaaa ingalu muthanu	1	Positive
ml_sen_1190	veendum veendum kooduthal praavashyam kaanunnavar undoo	2	unknown_state
ml_sen_1191	 times ee movie Njan kandu	1	Positive
ml_sen_1192	Koora Trailer iyalkku ee pani nirthi pokkode	0	Negative
ml_sen_1193	Itu polikkum ithu polikkum Eppo polichennu chodicha mathi	1	Positive
ml_sen_1194	Dialogue delivery oru gummilla ahh padam varattee nokkam	3	Mixed_feelings
ml_sen_1195	Dialogil kallanmaar ennathinu pakaram chekkuthaanmaar ennakiyirunnenkil kurachu koodi nannayirunnene ennu enikku mathram aano thonniyathu	3	Mixed_feelings
ml_sen_1196	Oru best actor manakkunnuhappy birthday chunk ikkaaaa	1	Positive
ml_sen_1197	Poli By  A ikka fan	1	Positive
ml_sen_1198	Muriyandi mammunniyude sudappi fansinaanu kuru vallathe pottunnath	0	Negative
ml_sen_1199	Kalakki ithu blockbuster ennu sure aayitullavar like adikk	1	Positive
ml_sen_1200	Same like aadai Amala pauls movie	3	Mixed_feelings
ml_sen_1201	Happy Birthday Mammookka  Katta ikka fans like adichu polikk	4	not-malayalam/tamil
ml_sen_1202	Ikka fance orikkalum madura raja iragiyaal thallaruth vere onnum alla ath laalettan lucifer film cheyyunud	1	Positive
ml_sen_1203	Freezernte  ullil trap avunnu climax raksha pedunnu atra thanne film	3	Mixed_feelings
ml_sen_1204	RAJU ettante innathe new Lucifer still kanditt	3	Mixed_feelings
ml_sen_1205	k viewsum k likesum itheppadi nthayalum ang usharakkii madhura raja power of indian cinema mammookkaa	1	Positive
ml_sen_1206	Mammokka fan ayathil njan abhimanam kollunnu polichadukki trailor eni theataril kanam	1	Positive
ml_sen_1207	Mammuka fans wish here  Happy birthday mammukaaa	4	not-malayalam/tamil
ml_sen_1208	Ithinu million anenn paranjitt k analo	2	unknown_state
ml_sen_1209	Ikka and Kunjikka fans like ady	4	not-malayalam/tamil
ml_sen_1210	 minutes more        waiting Ikkas maduraRaja	4	not-malayalam/tamil
ml_sen_1211	Ente ponnoooo oru rakshem illaaaa Ikkaaaaa pwolichuuuuu	1	Positive
ml_sen_1212	Adipwoli Suraj chettan soubin ikka  veendum nammal malayalikalkku  variety cinemakal tharunnathinayivariety cinemagal ishdapedunnavar  adikada like	1	Positive
ml_sen_1213	Best of luck laletta From a mammooka fan	4	not-malayalam/tamil
ml_sen_1214	tamil movie polea undeallo  over aano	3	Mixed_feelings
ml_sen_1215	Madhuraraja and abrahaminte santhathikal vere level	1	Positive
ml_sen_1216	Idu ettu nilayil pottummommoty vannu thalli marikkum endammo chali	0	Negative
ml_sen_1217	 lakhs like ariyan vendi vannavaradi like	2	unknown_state
ml_sen_1218	Mollywood Game changer  MAMANGAM	4	not-malayalam/tamil
ml_sen_1219	Nirasha varuthathe  Nalloru movie pratheekshikunnu Kure nalukalkku shesham Oru moviek  pokanam Ennu moham	1	Positive
ml_sen_1220	Ivedathe like oke evidepoyii k oke kandathalooo	2	unknown_state
ml_sen_1221	Njan ikka fan aa	1	Positive
ml_sen_1222	Lalettan Salam Otha enna trailer uh Last one minute is absolute Goosebumps Mangalasery neelakandan Karthikeyan odanno Kali	1	Positive
ml_sen_1223	 Prithiraj  ano naduvil nilkunna aaal 	3	Mixed_feelings
ml_sen_1224	ticket kittaan ini oru mamangam nadathendi varumo waiting 	1	Positive
ml_sen_1225	Haneef adeni pwolikkum  Maass trailer  Mommookkayude Face kanum yenn pradeekshichu  Sambavam marana maass aann	1	Positive
ml_sen_1226	Ambo kiduve Kola mass  Raju etta ingalu Vere level 	1	Positive
ml_sen_1227	p Only  Oru K Trailer irakkamarunnu 	1	Positive
ml_sen_1228	Ikka uyire Malayalm cinema ude abhimanyam Mammukka Fans Like here	4	not-malayalam/tamil
ml_sen_1229	kidu bgm making dailogue full pwli mood ichayan	1	Positive
ml_sen_1230	Anu sitharaIkkayude Uncle kandu njan karanju poi FansPoli Anu sitharaIkkayude MaduraRaja kandu njan kori tharichu poi FansOre pwoli Anu sitharaIkkayude Unda k FansNirthuMindathiriyade	1	Positive
ml_sen_1231	Loosu pundamavanuga namma urulaium edukuranugale padam loosu pu conceptla	3	Mixed_feelings
ml_sen_1232	Ente ammo marranam maasss alla kollaa maasss aannuuu lallettan  Ithu pollikum	1	Positive
ml_sen_1233	Mudi valarthiya kure aalindaaa avasanam Vanna payyan eth	0	Negative
ml_sen_1234	Oru vijay padam pole thonniyath enik maathramaano	3	Mixed_feelings
ml_sen_1235	Ee shareeramulla manushyanevech ee padam cheydh kulamakarudh plees	0	Negative
ml_sen_1236	Diss like adichavarodanu Ella nayinte makkalkkum naduviral namaskkaram	0	Negative
ml_sen_1237	Ee padathine nammal vijaya gara maakkanam	1	Positive
ml_sen_1238	Chinenu oru muthalu verum enu ketapoo ithraku pratheeshichilaa	1	Positive
ml_sen_1239	Ini idikanda urutam athu box officenodanu	1	Positive
ml_sen_1240	Agane nallu peru koodi valichu mannu ettalonnum japan theerulla	3	Mixed_feelings
ml_sen_1241	Any SLR fans Jai pubg Jai ikka	4	not-malayalam/tamil
ml_sen_1242	 entammo ijjathi mass scenes edukkan prithvirajine konde pattathullu	1	Positive
ml_sen_1243	 view   like  view   like  view   like	2	unknown_state
ml_sen_1244	Mamangam on Nov st in  language	4	not-malayalam/tamil
ml_sen_1245	KFC nte freezer yil Helen pett povnnathaan kadha	2	unknown_state
ml_sen_1246	ikka pulikum verum mass alla marana mass	1	Positive
ml_sen_1247	Ahaa Jayettoo ijjathi mass look FDFS urapp	1	Positive
ml_sen_1248	Thoppil joppans touch undoooooooonu cheriya samsayamilladilladilladillaaaa	1	Positive
ml_sen_1249	Avasanam Rajadhiraja yile tone pole thonni	3	Mixed_feelings
ml_sen_1250	  il prithviraj alle iruttil nilkkunnethu	3	Mixed_feelings
ml_sen_1251	Machanmare ente chanel onnu ellarum sub cheyyo	1	Positive
ml_sen_1252	Lucifer oppam pidichunilkanulla ella adavumaayittannu varavu kaathirunnu kaanam adiyude vediyude podipooram	2	unknown_state
ml_sen_1253	Ente ponno  no raksha	1	Positive
ml_sen_1254	Tovino	1	Positive
ml_sen_1255	raja ki  jai  ntha  bgm  Mass  ka  baap	1	Positive
ml_sen_1256	Ikka fans like button adich pwolik ore oru naayakan	2	unknown_state
ml_sen_1257	From Tamil Nadu Trailer looks promising kandippa pakanum	4	not-malayalam/tamil
ml_sen_1258	unniyude mamangam ennum paranju karanjondu nadannavarude annakkiladichu kodutha mammookka	1	Positive
