text	category
ettanay kanan vendii veendum veendum varunnay njn mathrano	unknown_state
cinema kandavar orikkalum cinema hit ennu parayathilla	Negative
trailer il thanne full story undallo padam kidilan aakatte	Positive
nthu dislikes an ninnekondekke dislike cheyyane pattu	Negative
trailer kaanan premiere on aaki vech kaathirunnavar like adi	unknown_state
ente molude name anu e film eragum munne ettathanu oru 1yr munne 1st kalki may daughter	unknown_state
dislike adichavanmare aarada filmine kurichu valla bodham undo ninakokke aadhyam poye pashunte chanakam kazhikki oru bodham varum	unknown_state
trailer kanditu ithenkilum pwoliyillannu thonnunu nb njan oru katta mohalal fan aanu	Positive
hambo vere level oru rakshayum illa	Positive
ningal ee stagil keritt chund anakkunnath ariyathavar aara enthoo arkoo thangiya pole thoniyath enikk mathramanoo	Mixed_feelings
hvy rajuvettan rocks lalettan	Positive
vineeth srinivasan ahaa otta peru mathe vere onnum vendaa	Positive
mohanlal maathram undakiyadhu kondalla prithviyude migacha direction kondum koode aanu padam super hit aayadh ennu thonniyavar like adikku	unknown_state
filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii	Negative
mammukka marana mass ikka fans like katta wi8 for mammangam	Positive
raja is back kettittille madhura raja	unknown_state
ethukandalariyam e padam padakkam pole pottum	Negative
verum gust roll nu ejjathi waiting	Positive
160k like avanam ennullavar like adi	unknown_state
ikkayude adya 100cr padamakum ithennu urappullavar like adi	Positive
pk ramdas enna vannmaram veenu pakram aaru stephen nedumpalli	unknown_state
ellaavarum ente channel onnu nokamo ishtamayenkil subscribe cheyyamo suraj ettan soubin kidu	Positive
ente ponno ijjathi raya kandam vazhi oodi eetahh	Negative
tgf teaser kola mass aanenkil abrahaminte santhathikal trailer kodoora maassum alla athukkum mele aanu	Positive
jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan	Positive
youthanmarude youthan njanmmala ikka fdfs katta w8ing	Positive
pwolli item mammukka bgm uff no words katta waiting	Positive
pulimuragan same climax and same location	Mixed_feelings
pullikkan stara pole undu trailer powlikkane pisharadi eatta thank you	Mixed_feelings
valip padam enn thonnunavar like adi	unknown_state
ee thavanathe onam pooramakkan itty maani varunu	Positive
uff all all die hard ikka fans like here	not-malayalam
ikka like	unknown_state
mammoka karanjal sahikkathavar indo valsalyam	Positive
nge like kuranjo autolikes 3g anyway trailer heavy	Positive
oru raksha illa makkal poli padam like	Positive
amboo pwoli veree levell ettn ishtm	Positive
aju chettan polikkum nna thonnane	Positive
00 57 prathviraj as sayeed qureshi e	not-malayalam
raja returns powlichu lucifer trailer	Positive
happy to see manoj k jayan back	not-malayalam
onnum parayanilla onnu matram mammookkayaan ente lahari	Positive
etu ettichante vaka sample ane appom sherikkum ullathu enthayirikkum	unknown_state
aa penchochinte oru dialogue polum ellallo aashane	unknown_state
50 parku vila ellaa	unknown_state
soubin ikka suraj ettan lead roll ith oru sambavam aakum katta witing kidukachi filkm	Positive
ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie	Positive
ee prayathilum ennaa look ekka kee	Positive
idakkidakk like nokkan vannavar adi like	unknown_state
ichayan pakkaa massdaa i love tovino	Positive
eee oru odiyan ikkade bilalnte athre muttan illa	Mixed_feelings
indettante a dialogue kiduvanalle mahiravanan	Positive
all best mammuka from ettan fans	not-malayalam
ambili kandavroke onnu like adiche kanaathavar onnu kanade povalle nashtaman	Positive
ayyee lucifer oru political movie athine copy adichu madura raja ee cinema director copy sundar aano	Negative
bahubali mamankam nasa isro	not-malayalam
direction rajuettan aanel standard inte glucose level high aa speechless	Positive
trailer kidukki full movie kidukidukkum we still waiting	Positive
shwaasam adakki pidich trailer kandavar adik like	Positive
happy bday mega star mam mookkaa	not-malayalam
ikka unni fans onu urjathode pravarthichal 24 hour s kond 5 m adikka	unknown_state
oru singam mmayam pwoli trailer	Positive
padam kandu vannavare adi like	unknown_state
omg lalettaa ummaa rajuvettaa ningal marana mass anu	Positive
lalettan aka ittymaani super duper fantastic bombastic superlastic	not-malayalam
dislike adichavarokke ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state
teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum	Positive
ippom itharalum kannan vanno vannavar like button adichoo	unknown_state
kalaparinju sheenicha karshakanu ini visramikkam	unknown_state
pulimurugan style aakan vazhi und palayidathum athe colour tone kanam enkilum vaishakilum ikkayilum oru pretheeksha	Mixed_feelings
ithu oru thivasam konde 1m adikum	unknown_state
king raja fans want some mutton biriyani hahahaha	not-malayalam
adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil	Negative
ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum	Positive
last climaxil oru dialogue und baseere nee ente chonna shaddi kanda	unknown_state
117 k likes 17 k views youtube gott hanged rajaeffect rajareturns madhuraraja	not-malayalam
e chitram vijaykkum ennu urappullavar maathram like cheyyu	unknown_state
ethentha lalettan thanneyano dout akunnu	Mixed_feelings
njan oru lalettan fan anu pakshe ithu polichu ikka super	Positive
vishnu avatharam narasimham vannu ini veranullathu avanaa kalkii	unknown_state
mammooty avasaanathe aa run hentammo goosebumps	Positive
story writer sajeve pilla yude name ethilonnum evideyum kaanunillallo	unknown_state
katta ikka fan aahnu anaalum a10nte padavum a10neyum ishttam katta waiting for ittimaani first day first show	Positive
vada superb love from tamil nadu	not-malayalam
oru mohanlal fan aaya njan katta wait cheithu irikuna mamooty de filim	Positive
minister raja raja part 3 enn moviek katta waiting aakunnavar like adiku	unknown_state
dislike adicha thanthayilla thayolikal aaranaavo murugane theerkkum ennu paranju nadannavar aavum	Negative
trailer kiduve ikka fans adi makkale like	unknown_state
nalu bengaligal nalu sidum manuvari ital therunathe ollu ninta japan	unknown_state
last ikkede varavum mass	Positive
nerunnu 33 film magic film channel	Positive
kilichundan mambazhathile laletan dilog parayana pole	Mixed_feelings
nalla oru film anuu ellavarum poyi kanu	Positive
mohanlalinte ee film engilum hit aayal matiyaarinnu maduthu odiyente kuttam keettu keetee kaata lalaetta fan adi like	Positive
lalettan fans like super movie ikka muttwanu	Positive
malayala cinemayude idhihasam mammookka happy birthday mammookka	Positive
ikkaa katta mass trailer pwolichu eniyaanu mass katta waitin	Positive
face of shahid kapoor arjun reddy malayalam kaanunnu	unknown_state
dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath	Negative
prithviyude voice modulation oru rakshayum ilya ponne kidkaachi trailer stylish paranja itha aanu makkalle	Positive
ith ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho	Positive
mohan lal sir superking nagarjuna fans	not-malayalam
33k kurugal kanunnylle dislike duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum	Negative
mammookka you are young	not-malayalam
katta waiting adi macha like	unknown_state
cast\r mammootty \r unni mukundan \r prachi tehlan \r siddique \r achuthan\r anusitara\r iniya\r kaniha\r tarun arora\r suresh krishna \r manikuttan\r sudev nair\r manikandan	unknown_state
avasaanathe superman punch ath kalakki ente ponnu ikka love uu	Positive
vineeth sreenivasan ennu kanda pinne onnum nokkanda padam vere level ayirikkum	Positive
release date	not-malayalam
pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari	Positive
7 days to go for mamangam	not-malayalam
ikka trailer inganeyanegil padam engana polikkum ikka	unknown_state
enna koora padama mamooty ullond kandirikam nalle boradiikkuna padam sthiram kadha	Negative
avan varum samharathinte avatharamaye avan varum	unknown_state
mammooka fans ivide come like adii	unknown_state
ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram ella mamooty fansinem udheshichalla chila choriyanmaare udheshich paranjatha	Negative
trailer kandappol kanan kuduthal excitment undayi enullavr like adi	unknown_state
marana mass waiting for mamankham	Positive
uff again age is just a number mammukka	not-malayalam
ettan da 6million views l m wood mohanlal	Positive
laletta negal namde muthanu ine vere arkum vitukodikila malayalikalude sothanu lalettan	Positive
naanundu i am a katta laalettan fan	unknown_state
ithu oru tamil telugu style padamaayi poyaallo dialogue and bgm oru gummillaa	Negative
comments vayichppo oru karyam manasilayi ethu njagade lalettan ann	Positive
dileepine polullavare thangi nadakkunnavarude padam kanathirikkuka preshakarkku pullinte vila polum evar nalkunnilla	Negative
trending ayy ini viwesum likesum anu vendath	Positive
malaya cinema abhimanikkunnu ingane oru nadane kittyathil wish u a very swt hpy bthday mammooka	Positive
mammookkaa polichadukkii katta waiting nv 21	Positive
spoiler alert odiyan is not mohanlal manikyan is mohanlal villaign is odiyan	not-malayalam
onnum parayanilla enna parayana lalettane enik vayya	Positive
ivde like adichavar avde poy dislike adi avde like adichavar ivde vannum dislike adikku sangathy onnu kozhukkatte	unknown_state
version 2 0 allayiruno ippo angane 5 25 ayii	unknown_state
still in trending 1 mamangam ikkaa we r waiting	not-malayalam
heavy trailer uff 0 14 bgm and ikkante performence	Positive
like from madurai tamil nadu	not-malayalam
first adam jon trialer pole ndaynu but bgm kidu	Mixed_feelings
ithiri late aayalum prithviraj koodi venamayirunnu	Mixed_feelings
gimitt fans like adi guhan fans karayu gee gee	unknown_state
nalla padam ini trailer eppozha vara kathayum manassilayi mammukayude entriyum kandu	unknown_state
trailer 2 il kooduthal tavan kandavar like adichea	unknown_state
tollywood bahubali kollywood 2 o sandalwood kgf mollywood mamangam	not-malayalam
dislike butten are stoped still running for like butten ettan effect	not-malayalam
bgm ettan dialogues fight romanijification	Positive
model school terror school ever in tivandrum	not-malayalam
youtube hang ayo views update akunilallo	unknown_state
pullu	unknown_state
thala ajith kumar viswasam intro	unknown_state
e padam polikkum annu thonunnavar like adikku	unknown_state
vamban hope chaidu vannadellam potti polijatte olle	Negative
aaa motta thalayanta aduth nikkunnath rajuettan alla	unknown_state
lalettan fan but aa lastle chadeet oru pedayille polichuu	Positive
trailer undakiyarithi valare mosham ann ith kanumbol enik oru feelum vannilla	Negative
onnil kuduthal tavane kandvar arokke und	unknown_state
ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath prithviraj or mammootty cheyyanda role aanu	Negative
ettante records pottikkan ettan mathrame ollu inn malayala chinimayil	Positive
ikka is bled	not-malayalam
dislike adichitt karyamilla makkale ith alu vereya	Positive
freezerinullil 5 minutolam ninnal polum maravippanu oru mc donald s crew	unknown_state
ethu type roleum ettante kayil safe aanu sambhavam kidukum fans show bookedettan uyir	Positive
wow ikkaa mass bgm pwolii katta waitingg abraham	Positive
swargatthil ninnu purathaakkappetta daivatthinte swantham maalakha polichuu lucifer waitingg	Positive
nte ponnu rakshyillaa	Positive
like ethrayayee enu nokan vanavark special like adikanula stalam	unknown_state
ayye preteekshicha atonuletta trailer valya tarakedila	Mixed_feelings
aye kuura trailer oola padam chali mohanlal	Negative
mammookkaa polichuu hvy trailer katta waiting	Positive
malayalam cinema innevare vannathil vachu ettavum mighacha trailer	Positive
superb trailer from lalettan fan ikka polichu	Positive
raja de randam varavini kodi kayaran ini kurach manikoorukal mathram idikatta waiting	Positive
all india level movie	not-malayalam
enne pole ee trailer slow modil ittu kanda vere aarelum undo	unknown_state
ethu santhathikal vannalum pulimurugante thattu thanu thanne irikkum	Mixed_feelings
enntta surajetta super oru rakshaum ella	Positive
oru mass heeroye kitti mone kitti	Positive
puli murugante set eppozhum lalettan chunke dee	unknown_state
neerali lifetime views 800k v 29k likes 1 9 k cmnts	unknown_state
trailer pole naalla story undayal mathiyarinu	Positive
rajaa pokkiri raja adar meesha raja makkalukku raja sen tamilum pesuvaru angalayum pesuvaru malayala thaymozhi than bellari raja	unknown_state
adutha 100 cr ennurapullavar adik mone like	unknown_state
ethonnum mohanlalnu cherilla	Negative
ennum vannu 5 pravsyam kanuvar ivde vaa	unknown_state
megastorm is coming mamangam megastar november 21onwards waiting	not-malayalam
mammukka ishttam padam pwlikkane bzlee nammude mammukka pwlichu daa	Positive
dislike adicha lalettan hatersnulla adi avate ningalude likes trailer vere level murali gopi mass like prithviraj too	Negative
ente ponno lalettan oru rekshaum illa waiting	Positive
star cast ile n f varghese sir inne undayirunangile lalettanta kudey poliche adukiyene lucifer movieyile	Positive
i love lalettan and prithviraj prithviraj always admired him ithu polikkum alla pinna	Positive
views ethraayi enn nokkan veendum veendum kaanunnavar like adikkeda	unknown_state
3ble bullseye kodukk 10k piller und	unknown_state
lallettaa pwlichu maranna mass triller you are the only king in mollywood triller ishttapettavar like aaddikkaddaa	Positive
lalettan oru vigaram mathram alla nammude ahangaram aanu	Positive
ithinekkal valiya romanjifickation trilor aayirunnu villan ennitto padam 8l pottii idum anginethanneyaavum laletta ingalu maarikkoluu pilleru kalikkette	Negative
ettante filim pole ikkayude filimum super hit akanam enne agrahikkunnavar like adi	unknown_state
24 k naarikkal ee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi	Negative
sathyathil abhinandanagal ariyikkendathu prithvirajinanu thakarthu kalanjallo muthu	Positive
itthu pokkiri rajaude athava pulimurguan ennte 2 aam baagamo	Mixed_feelings
supperb ikka pwolichuu ikkaa swoth baaki ellaam myr	Positive
like ipozhe idaruthu trailer vanna shesham idam ee perunnalu mani sir kondpokim	unknown_state
eee paheyente sthaneth mohanlal ann 70am vayesill eee padem cheythirinnenkill edukam pallikatilekh lal ettane allenkil dehippikam	Negative
ullath parayalloo sidhiq ozhich bhaakki ellaam chali actorors enthaavumoo enthoo comment nookii fayankaram ennu parayaan ee trailoril onnum illaa	Negative
i am from uganda die hard fan of mammukka	not-malayalam
traileril prithwiraj ne kandavar aarokke	unknown_state
surajettanum subin ikkayum polichu sesham screenil	Positive
100k likes and 700k views within 1hr	not-malayalam
nostalgia valiyoru marketing product aanu	unknown_state
telugu trailor kandit ithu kandavar aarelumundo	unknown_state
ariyaalo she is vare lavl katta waiting ikka	unknown_state
idikkatta waiting othiri thanks prithvirajinu njangalde ettane	Positive
dislike adicha pannikale theater il kanada	Negative
100 cr movie god f u c m	not-malayalam
enik pulimurgante scnd part ayita thoniye	Mixed_feelings
goosebumps guaranteed ikka fans like here	not-malayalam
sub like sub like	not-malayalam
muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan	Negative
ho my god sooper dislike adicha pottimaanikal chankupottychaakum	Positive
6 7k dislikes adichaa oolanmarellam angott maarininnu mongikko	Negative
mammokayude unda varunnu an kaliyakiyavar kedo unda verum undayala thokkil vediunda yamanasilaya mammookaye kaliyakunnavare	Negative
ee saturday padam kodi 10 days 100 crore	unknown_state
poli oru rakshayum illa pakka hvy ithu blockbuster adikum ikka marana mass aane	Positive
adipoli morning 180k likes ondarnath ipol 120k ollalo entha ikkafanse ithu	unknown_state
ammo porichu ithu kidilan	Positive
a10 nte oru marana mass guest role aarokke kandu	unknown_state
lallikka polich ee kanditum kandittum kodhitheerunnilla ante vismayamee	Positive
tovino kku rahul gandhi ayitt similarity thonniyo	unknown_state
ouru l cifer erangi athe polle thanne enni kore padomm erakuum myrree	Negative
cattepoya ninde chettan cheguttan lasaralla lusifarmatan vannalum raja cup konde poku	unknown_state
ayyoo mohanlal sangiallee poyi chawada kalla cummi a	Negative
unniyettan first jayettan fans like podu	unknown_state
virus trailer kande evide vannavare undo	unknown_state
arekilum sradicho trailer erangia divasam 184 likes undairunnu pakshe eppo engane kuranju	unknown_state
18 11 2019 is anybody here	not-malayalam
wow from tamil nadu sarey kola massu	not-malayalam
hamme poli lastathe aa scene kidu frames	Positive
ettan fans ethra per ee padam kanan pokum ettan ishttam	Positive
naanavum maanavum undoda oolakale trailer verunathinte munb thane degrade cheyaan	Negative
apo athum potti aa pratheekshayum poyi	Negative
uff ijjadi item romanjam ikka fans like adich polikk	Positive
average padam 2nd half thalli neekkan petta paadu	unknown_state
seems to be an interesting movie ikka	not-malayalam
mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram ith pwolikkum haneesadeni	Positive
once a king always a king	not-malayalam
beginning of the oil era in dubai history	not-malayalam
ethu njan etho english cinemayil kanditundu peru ormayilla	unknown_state
ertti madhuram on ikku s bday god bless ma ikkuhappywala bday ikku	Positive
dislike koranjallo athum njgal mammooka fansinte auto disliker aanennu para	unknown_state
njan oru lalattan fan anagilum raja maass akum urappuu	Positive
christianikal kidayil oru peru l u c i f e r	unknown_state
katha manasilay tv il varambam kanam	Negative
what did happen to cheramana perumal tajuddin	not-malayalam
ithaanu a10 hatersinte vaayil adichu kayatiya adaar item lusifer	Positive
chechi kaanaan vendi maatram keriyavar lyk adichit pokaan marakkalle chechi ishtam	Positive
romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli	Positive
e padam pottan chance undu tiyaan movie orma varunnu murali gopi alle script kandariyam	Mixed_feelings
anna ben performance vera level	Positive
katta waiting perunnal pole aai ee divsam ikka minnichekkene	Positive
enn a polle ethraper prarthikunnu ettante jodi manju avalle enn	Mixed_feelings
sound modulation indian cinimayil mammookka athu kayinje vere aarum varathullu	Positive
uff ejaadhii lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa trailer kandd karayunundaabumm ettan and ettan fanss	Negative
ee onam njan ingu edukkuva lalettan	Positive
kavya film company perinu oru gummilla	Negative
6 8m kazhinjal record views aanttaa	unknown_state
padam kand kilipoyitt ivede vannavar undo what a movie	Positive
ithu dislike adicha pookavadi makkalodu onne parayan ullu	Negative
like 104k views 17k	not-malayalam
adipoli set move ayirikum a10 thagarkum	Positive
njan oru ikka fan alla pakshe ente romam vare ezhunnett ninnu apaaram	Positive
dislike adich kali makkale athre ninneyekkekond pattu	Negative
mammookka look and diolouge uff oru rakshayum illa	Positive
ente ponnu endb item aan he he ikka romanjj	Positive
akshay p r bhavi nadan nammada chunck 0 21	unknown_state
1 39 bhaaki ullarakh ath punch njangal wwe fansin ath superman punch	Positive
theatre baaki undayal mathiyarunu ente laletaa ingal vere level aanu man	Positive
mammokkade pillerk vendiyulla like button	unknown_state
ikkaye kanan vendi mathram trailer kandu	unknown_state
ente mammooka ninghale mass alla marana massum alla pakshe ninghal kolamass aanu ikka	Positive
ennikill oru 10 like ikkaye istamulvar please	unknown_state
vyshakinte pagill ettal egane ya views thonne kittuka valiya chanalil alle edendathu luciferne pole	Negative
lucifer is mammookka fan	not-malayalam
govt school pillar ku like adikkan ulla place	unknown_state
padam verum oru below average lucifer like oombiya padam aakum enn orappullavr c man	Negative
dileepettaa last dialogue karayippichallo 5 second lalettan kazhinja dileepettan aanh full senti	Positive
katta waiting like cheyy	Positive
njan matramanoo trailer il prithviraj ne kandanthu kandavar like adiche	unknown_state
camera work kolam bgm set onum athra pora	Mixed_feelings
ithrem dislike adichavar malayalikal aagan vazhiyilla	Negative
ith nice aakum sure aanu	Positive
ethu polikkum makalle our king is back	Positive
evde asif ali evde kandavar indo	unknown_state
5 minit koodumbo views koodunnundonn nokunnath nan maathramano	unknown_state
padam moonjiyathinu shesham ethra peru vannu	unknown_state
mammookka fans tvm undengil like adi	unknown_state
laletta ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam	Positive
eppola video song erangunnathu katta waitingaanu	unknown_state
mohan lal fan from tamilnadu	not-malayalam
angane 70 vayassulla vridhan schoolil ethiyo	Negative
ithil mammukka guest roll aanenn ethre perkk ariyaam	unknown_state
enta mone ikka vere level lalettan fansinte abhivadyangal	Positive
awesome lalettan mind blowing raju kidu snap	Positive
l 2 loading katta waiting laletta	Positive
sunny chechiye kanan vannavarkke like adikanulla cmnt	Positive
theaterukal origiko june 16 house full perumazayayirikum	Positive
tovinok nadakkoola ee pani police pani cherunnilla soundum dressing onnum	Negative
ikka hvy vere lvl trailer	Positive
mmale naattil degradarsinu oru kaalathhum kammi undaakilla athaan nammala naadinte main shaapam	Negative
kuthiyirunn dislike adikkand	Negative
watch this sure every kariku fans will cry	not-malayalam
mammunny avide 5million kond erikkuva	unknown_state
lalettan ithu thakarkum prithviraj great job	Positive
mammukkayude kude raju vettan venamennu aagrahikkunnathu njan mathramano	Positive
nalla story aanel vijayikkum trailer average	Mixed_feelings
ikkadae pullarkk like adikkanullaa nooll ninga adicholi padam kidloviskii	Positive
padam oru horror movie akkamarnnuu kaanunnavar koodi pedikanarnu	Mixed_feelings
entha pariya ikka polochu	Positive
1 13 aa car nu vare oru charivu kando ethu pakka lalettan padamane	Positive
nammude mutth veedum vannu polikkum muthe	Positive
friendship dayikk oru cake medichu kodukk fresh fresh	Mixed_feelings
tovino mass avum ennu urappullavar ivade come on	Positive
lalettan fan anu ikka poliyanne full support	Positive
padaam oruu variety annuu annuu tonnuunnavr like adichaa	unknown_state
173 k likes 173 k views	not-malayalam
trailer kollam amita prateeksha venda	Mixed_feelings
oru nanmma niranja film kurachu lag und	Mixed_feelings
ikka allande aarndeda ingane okke	unknown_state
kandu padik shree kumar menone anugal film direct cheyunath	Negative
0 53 il prithirajije kandavar adi like	unknown_state
ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru	Negative
ikkaane ishttapettavar enta channel subscribe cheyyuka	unknown_state
ith malayalam movie thane ano ijathi making	Positive
best actor	Positive
lalettan fb live vannapol paranja vaakkukal ellam sathyamaakunathu pole	Positive
raja come back katta waiting	Positive
ente ponno kidukki rajueattan fans nte vaka ellaa vidha aashamsakalum nerunnu	Positive
ethra viewers aayi ennu nokkaan vannar adi like	unknown_state
ente rajuvetaa enthina njangale ingane romanjam kollikkunne	Positive
dileepettan jailil pokatha oru padavum ippol irangunnillaa irangunnathokke super hitum	Positive
idivett sugunan 0 14 kandavar adi like ikka daa	Positive
long live ikka long live ettan long live malayalam movie	Positive
adipoli adipoli adipoli super	Positive
padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru onnu poyinada	Negative
akkanae kanan wait cheyunnavar like adichit poo	unknown_state
pakka mass film lalettan	Positive
first veiwum likum adikkan ready aayi nikkunathu njan mathram aano	Positive
ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa	Negative
ente ethra kali ne kandittundu eee odukkathe kali koodii ne onnu kaanu lalettaa	Positive
madhuraraaja kandu super adipoli ellarum kaananam	Positive
spadikam thott ullata ee amma makan combo	Positive
raja tittle ulla mamootty cinemakalellam super aanu 100	Positive
adipoli s	Positive
camera man	Positive
is the maduraraja official teaser raja mammookka april12release	not-malayalam
polichu laletta lalettan fans like adikko	Positive
enta ponna laletta nigal masalla marana mass	Positive
pwoli trailer bgm vere level ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum	Positive
awesome	Positive
this looks like thrishur pooram	Positive
ee videokk sheesham tovino fan aya arokke und	unknown_state
chunk alla chunk edippanu lalettan like addicho makale	Positive
waiting for the big budget movie marakkar arabikadalinte simgham	not-malayalam
annum innum ikkayude bthday nnu vachal nammal malayalikal ellarum oru atbudama vayasulpade tettate malayalikal parayan matethu nadanundu inganoru pretyekata ikka	Positive
ikka fans mathramalla ettan fansum undu box officee chaavaan thayyaraayikko mamangam	Positive
ee movie 1st show kananam ennu aagrahikkunna ethra per ind eattan fans adi likes	unknown_state
1st day thanne movie kaanan aagrahikunnavar like button adich pwolikku	unknown_state
ikka fight lu ottum pinnilottu ninnittillaa ikka maarakam	Positive
lalettane vellan indian cinimayil arum ellaa	Positive
ee sinimayile mandatharam kand pidichavar mass	unknown_state
ithu 100 core klubil kerumennu urappullavar like adilk	Positive
tamilla daping seithu vidunga da nalla padama irukke	not-malayalam
madhuraraja blockbuster aagan madhurey hero vijay fans ente aashamsakal	Positive
canadakk pokan irikunavar ivde like adik	unknown_state
10 nil kooduthal trailer kandhavar like adi	unknown_state
ikka yude fitness at this age vere level	Positive
mamukayude bramanda thandavam njan kande adipoli	Positive
trailer erangan 1 manikoorinu munpae 3k dislike nth tholvikal aano ntho kanditu vilayiruthu suhurthukalae	Negative
nalla parungada trending no 2 la thaan iruku	not-malayalam
aghu madhurayil ninnum keralathilekk raja varunnath chumma povan alla	unknown_state
vijay annan ivane eni valaran anuvadich kooda ivanum naad rakshikkan thudangi	unknown_state
renddunda oru venda	Mixed_feelings
polee avillaa urappa lalettaa pwolich onnum parayanillaa	Positive
trailer aaya engane venamethrem kandapole film kandolan vayya	Positive
global icon thalapathy fans wishes mamoothy	not-malayalam
idi movie orma vannhavar adi oru like	unknown_state
athoru valiya kadhaya mone paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum uff ejjathi ikkakatta waiting	Positive
enda ponno mass padam i like it mostly	Positive
laste one minute romanjification ente laletaa	Positive
zayed masood und enn arinj trailer kanan vannavar like cheyyuvo	unknown_state
rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi romanjification	Positive
ande ponno kili poi trailer kanditt	Positive
oru rekshellaa thakarppan pwolii item	Positive
vandiyil vanu iragana scene oru reshayam illaa bgm	Positive
power of mega star	not-malayalam
ittimani kanaan arokke plan ittu katta waiting	Positive
enth potta trailer aanu chumma mass ennu paranjittu karyamilla trailer verum waste cinema enkilum nannaya mathiyarunnu	Negative
realistic thanne porallo namukk edakk mass varatte tovi	unknown_state
teaser undakkiya manekkedu theerth poli vijay level ilott povatirunna matiyarunn	Mixed_feelings
pulimurugante kurachu scene copy adichu nice aayittu	unknown_state
ithaan ikkane megaastar aakith ikka uyirr	Positive
malayala cinemayude charithram mattan deric abraham june 16 ethum	Positive
padam polikkum pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare	Mixed_feelings
engane ulla filims venamm kooduthal mass onnum venda simple but powerfull	Positive
triple strong kkaar okke evideyanavo entho oru vivarom illa	unknown_state
sc yousef khan add me	not-malayalam
kgf nte oru feel kittya poole	Mixed_feelings
appo booking eppalannu start aavane	Positive
climax koodi kaanichirunenkil padathintey review parayarunnuu	unknown_state
dislike adichavanmar kku vere pani onnun ille avvo	unknown_state
lal ettan fans evide adik likeadutha hit loading aann makkale	Positive
summa athruthilla mammokka tamil fan ungale romba pudikkum	not-malayalam
bhai mza aajayega dekh kat great movie	not-malayalam
marana mass ikkaa	Positive
christ nagar il padicha piller ivide like adi	unknown_state
all the bst mamukkaby katta lalettan faan	Positive
1 karikku kondoyi ketto sed	unknown_state
mass ennu paranjaal patoolla kola mass aanu lalettan and prithi	Positive
ikkayodu muttan inniyum valaraanund palarum	Positive
waiting waiting waiting waiting waiting waiting waiting waiting	not-malayalam
still trending no 1 after 4days	not-malayalam
ettan anthannu kandallo ettan fans hit like	unknown_state
ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk	Positive
50 k likes in 40 minutes	not-malayalam
dislike cheytha ellaa poorimakkalkum naduviral namaskaram	Negative
like mammukka fans frm mangalore	unknown_state
sunny chechi ullath kond cinema jayikum	Positive
onnil kooduthal like adikunna option undoo	Positive
lalettante margamkali traileril kanan wait cheyyunnavar undo	unknown_state
unni mukudan fans hit like	unknown_state
trailer varumbol loke adikan nilkunavar evide like eduu	unknown_state
nalla movie aanennu thonunu vineeth sreenivasan undallo	Positive
trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche	unknown_state
mammookyde oru padavum fdfs kndttla ith fdfs locked	Positive
above 250 cr collection kittum ennullavar ivide come on	Positive
brand new bmw il vannerangum ennu pratheekshichu	unknown_state
ei padamonnu erangikkottay athenu mumbay ningalu thallallay	Negative
pulimuruganae polae kidu bgm venamayirunnu katta waiting	Positive
urakkam nashtappettu ith pinneyum kaanan thonnanu	Positive
ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	Negative
promo viedeo engana kanua arelum paaratu pls	unknown_state
ente ee comentinu like illaathathu aarum tharaathathu kondalla comment hang aayi nikkunnatha	unknown_state
this deal is with the devil pwoli can t wait	Positive
oru rakshayumillaa katta waiting for the movie	Positive
marana mass lalettan from tamilnadu	Positive
