text	category	text	category
ande ponno kili poi trailer kanditt	Positive	ande ponno kili poi trailer kanditt	Positive
oru rekshellaa thakarppan pwolii item	Positive	oru rekshellaa thakarppan pwolii item	Positive
vandiyil vanu iragana scene oru reshayam illaa bgm	Positive	vandiyil vanu iragana scene oru reshayam illaa bgm	Positive
power of mega star	not-malayalam	power of mega star	not-malayalam
ittimani kanaan arokke plan ittu katta waiting	Positive	ittimani kanaan arokke plan ittu katta waiting	Positive
enth potta trailer aanu chumma mass ennu paranjittu karyamilla trailer verum waste cinema enkilum nannaya mathiyarunnu	Positive	enth potta trailer aanu chumma mass ennu paranjittu karyamilla trailer verum waste cinema enkilum nannaya mathiyarunnu	Negative
realistic thanne porallo namukk edakk mass varatte tovi	Positive	realistic thanne porallo namukk edakk mass varatte tovi	unknown_state
teaser undakkiya manekkedu theerth poli vijay level ilott povatirunna matiyarunn	Positive	teaser undakkiya manekkedu theerth poli vijay level ilott povatirunna matiyarunn	Mixed_feelings
pulimurugante kurachu scene copy adichu nice aayittu	Positive	pulimurugante kurachu scene copy adichu nice aayittu	unknown_state
ithaan ikkane megaastar aakith ikka uyirr	Positive	ithaan ikkane megaastar aakith ikka uyirr	Positive
malayala cinemayude charithram mattan deric abraham june 16 ethum	Positive	malayala cinemayude charithram mattan deric abraham june 16 ethum	Positive
padam polikkum pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare	Positive	padam polikkum pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare	Mixed_feelings
engane ulla filims venamm kooduthal mass onnum venda simple but powerfull	Positive	engane ulla filims venamm kooduthal mass onnum venda simple but powerfull	Positive
triple strong kkaar okke evideyanavo entho oru vivarom illa	Positive	triple strong kkaar okke evideyanavo entho oru vivarom illa	unknown_state
sc yousef khan add me	not-malayalam	sc yousef khan add me	not-malayalam
kgf nte oru feel kittya poole	Positive	kgf nte oru feel kittya poole	Mixed_feelings
appo booking eppalannu start aavane	Positive	appo booking eppalannu start aavane	Positive
climax koodi kaanichirunenkil padathintey review parayarunnuu	unknown_state	climax koodi kaanichirunenkil padathintey review parayarunnuu	unknown_state
dislike adichavanmar kku vere pani onnun ille avvo	unknown_state	dislike adichavanmar kku vere pani onnun ille avvo	unknown_state
lal ettan fans evide adik likeadutha hit loading aann makkale	unknown_state	lal ettan fans evide adik likeadutha hit loading aann makkale	Positive
summa athruthilla mammokka tamil fan ungale romba pudikkum	not-malayalam	summa athruthilla mammokka tamil fan ungale romba pudikkum	not-malayalam
bhai mza aajayega dekh kat great movie	not-malayalam	bhai mza aajayega dekh kat great movie	not-malayalam
marana mass ikkaa	Positive	marana mass ikkaa	Positive
christ nagar il padicha piller ivide like adi	unknown_state	christ nagar il padicha piller ivide like adi	unknown_state
all the bst mamukkaby katta lalettan faan	Positive	all the bst mamukkaby katta lalettan faan	Positive
1 karikku kondoyi ketto sed	unknown_state	1 karikku kondoyi ketto sed	unknown_state
mass ennu paranjaal patoolla kola mass aanu lalettan and prithi	Positive	mass ennu paranjaal patoolla kola mass aanu lalettan and prithi	Positive
ikkayodu muttan inniyum valaraanund palarum	Positive	ikkayodu muttan inniyum valaraanund palarum	Positive
waiting waiting waiting waiting waiting waiting waiting waiting	Positive	waiting waiting waiting waiting waiting waiting waiting waiting	not-malayalam
still trending no 1 after 4days	not-malayalam	still trending no 1 after 4days	not-malayalam
ettan anthannu kandallo ettan fans hit like	unknown_state	ettan anthannu kandallo ettan fans hit like	unknown_state
ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk	Positive	ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk	Positive
50 k likes in 40 minutes	unknown_state	50 k likes in 40 minutes	not-malayalam
dislike cheytha ellaa poorimakkalkum naduviral namaskaram	Negative	dislike cheytha ellaa poorimakkalkum naduviral namaskaram	Negative
like mammukka fans frm mangalore	unknown_state	like mammukka fans frm mangalore	unknown_state
sunny chechi ullath kond cinema jayikum	Positive	sunny chechi ullath kond cinema jayikum	Positive
onnil kooduthal like adikunna option undoo	unknown_state	onnil kooduthal like adikunna option undoo	Positive
lalettante margamkali traileril kanan wait cheyyunnavar undo	unknown_state	lalettante margamkali traileril kanan wait cheyyunnavar undo	unknown_state
unni mukudan fans hit like	unknown_state	unni mukudan fans hit like	unknown_state
trailer varumbol loke adikan nilkunavar evide like eduu	unknown_state	trailer varumbol loke adikan nilkunavar evide like eduu	unknown_state
nalla movie aanennu thonunu vineeth sreenivasan undallo	Positive	nalla movie aanennu thonunu vineeth sreenivasan undallo	Positive
trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche	unknown_state	trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche	unknown_state
mammookyde oru padavum fdfs kndttla ith fdfs locked	Positive	mammookyde oru padavum fdfs kndttla ith fdfs locked	Positive
above 250 cr collection kittum ennullavar ivide come on	unknown_state	above 250 cr collection kittum ennullavar ivide come on	Positive
brand new bmw il vannerangum ennu pratheekshichu	unknown_state	brand new bmw il vannerangum ennu pratheekshichu	unknown_state
ei padamonnu erangikkottay athenu mumbay ningalu thallallay	Positive	ei padamonnu erangikkottay athenu mumbay ningalu thallallay	Negative
pulimuruganae polae kidu bgm venamayirunnu katta waiting	Positive	pulimuruganae polae kidu bgm venamayirunnu katta waiting	Positive
urakkam nashtappettu ith pinneyum kaanan thonnanu	Positive	urakkam nashtappettu ith pinneyum kaanan thonnanu	Positive
ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	Negative	ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	Negative
promo viedeo engana kanua arelum paaratu pls	unknown_state	promo viedeo engana kanua arelum paaratu pls	unknown_state
ente ee comentinu like illaathathu aarum tharaathathu kondalla comment hang aayi nikkunnatha	unknown_state	ente ee comentinu like illaathathu aarum tharaathathu kondalla comment hang aayi nikkunnatha	unknown_state
this deal is with the devil pwoli can t wait	Positive	this deal is with the devil pwoli can t wait	Positive
oru rakshayumillaa katta waiting for the movie	Positive	oru rakshayumillaa katta waiting for the movie	Positive
marana mass lalettan from tamilnadu	Positive	marana mass lalettan from tamilnadu	Positive
aamaye vellathil mukkikkollunna inam hareesh kanaran rocks	Positive	aamaye vellathil mukkikkollunna inam hareesh kanaran rocks	Positive
good luck prithviraj and lalettaa pwlichekkane	Positive	good luck prithviraj and lalettaa pwlichekkane	Positive
ente channel onnu subscribe chayyammo	unknown_state	ente channel onnu subscribe chayyammo	unknown_state
mamookante scene oo romancham a scene matram njan vindum vindum kanunu	unknown_state	mamookante scene oo romancham a scene matram njan vindum vindum kanunu	Positive
kidukkaachi trailer machoo katta waitingg	Positive	kidukkaachi trailer machoo katta waitingg	Positive
mammukka chumma vann ang kond ppyi	Positive	mammukka chumma vann ang kond ppyi	Positive
njan kandthan padm but onum koodi kanan thonun ellrkm koodi onum koodi fans show vach poyalocalicut illor evde	Positive	njan kandthan padm but onum koodi kanan thonun ellrkm koodi onum koodi fans show vach poyalocalicut illor evde	Positive
sayico aya villian avale pranayicha villain	unknown_state	sayico aya villian avale pranayicha villain	unknown_state
unlike cheyyunnavark ennte namaskaaram	Negative	unlike cheyyunnavark ennte namaskaaram	Negative
adi kapyare koottamani box office chattu mammooka konnu	Positive	adi kapyare koottamani box office chattu mammooka konnu	Positive
dis like adichaa ellavaarode ettanode vedaa murugaa nee theernadaa	unknown_state	dis like adichaa ellavaarode ettanode vedaa murugaa nee theernadaa	Negative
last superman punch pwolich ejjathi item mamookka kidukki	Positive	last superman punch pwolich ejjathi item mamookka kidukki	Positive
makkale ellavarum share cheyyu like adi namuk thakarkande come fast	unknown_state	makkale ellavarum share cheyyu like adi namuk thakarkande come fast	unknown_state
kandittum kandittum mathiyavanilladoo endutta mothal ithu devil rules stephen nedumballi rules ettan ruless	Positive	kandittum kandittum mathiyavanilladoo endutta mothal ithu devil rules stephen nedumballi rules ettan ruless	Positive
sawaari giri giri big fan of malaiayam cinema from srilanka chettan maar cinema eppothum adi pozi thannaiaya	Positive	sawaari giri giri big fan of malaiayam cinema from srilanka chettan maar cinema eppothum adi pozi thannaiaya	Positive
81 k views 141 k like	unknown_state	81 k views 141 k like	unknown_state
padam kandit vannavar etra peru und	unknown_state	padam kandit vannavar etra peru und	unknown_state
eee trailer kanditt dislike adichavan mareyokke sammathikkanam	Negative	eee trailer kanditt dislike adichavan mareyokke sammathikkanam	Negative
alla chettanmare mammootty mathramano abhinayichathu unni patti aarum parayunnille	Positive	alla chettanmare mammootty mathramano abhinayichathu unni patti aarum parayunnille	unknown_state
pokiri raja reloaded katta waiting madurai raja	Positive	pokiri raja reloaded katta waiting madurai raja	Positive
10 timesil kooduthal kanndavar ivde like adii raja return	unknown_state	10 timesil kooduthal kanndavar ivde like adii raja return	Positive
detailed review ending explained	not-malayalam	detailed review ending explained	not-malayalam
bahubali level movie in malayalam industry congratulations from tamilnadu	not-malayalam	bahubali level movie in malayalam industry congratulations from tamilnadu	not-malayalam
happy birthday one an only mammookkaa	not-malayalam	happy birthday one an only mammookkaa	not-malayalam
mega star mega mamangam	Positive	mega star mega mamangam	Positive
many many more happy returns of the day dearest mammookkaa	not-malayalam	many many more happy returns of the day dearest mammookkaa	not-malayalam
adutha kettu manakunu anu sitara kavya madavante clone alle ee koode abinekunevark onm oru tulli ulup tonille avo	unknown_state	adutha kettu manakunu anu sitara kavya madavante clone alle ee koode abinekunevark onm oru tulli ulup tonille avo	Mixed_feelings
aju vargheesinte police role ishtamayavar like adi	unknown_state	aju vargheesinte police role ishtamayavar like adi	unknown_state
ente athippaara ammachi ikka ithu engottaa	Positive	ente athippaara ammachi ikka ithu engottaa	unknown_state
theatoril climax maathram kaanichal mathiyallo eny any ways good trailor	Positive	theatoril climax maathram kaanichal mathiyallo eny any ways good trailor	Positive
enta ponnoo oru rakashem illa romanjification kond irikanum vaya nikkanum vaya	Positive	enta ponnoo oru rakashem illa romanjification kond irikanum vaya nikkanum vaya	Positive
kanan pona pooram ini paranju ariyikano	Positive	kanan pona pooram ini paranju ariyikano	Positive
madhurarajakkum oru trailer undu	Positive	madhurarajakkum oru trailer undu	Negative
raja sollarthan seivan	Positive	raja sollarthan seivan	not-malayalam
lucifer kanditt trailer onnoodi kaanan vannavar like adi hvy hvy padam	unknown_state	lucifer kanditt trailer onnoodi kaanan vannavar like adi hvy hvy padam	Positive
waiting for the next blockbuster	Positive	waiting for the next blockbuster	not-malayalam
katta waiting anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you	Positive	katta waiting anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you	Positive
tamil mohanlal fans hit like here	not-malayalam	tamil mohanlal fans hit like here	not-malayalam
verum olla padam 10 paiseke kollulla	Positive	verum olla padam 10 paiseke kollulla	Negative
guest appearenceil enkilm rajuettan ondaya matiyarnu	unknown_state	guest appearenceil enkilm rajuettan ondaya matiyarnu	unknown_state
youtube hang aayi 17 k viewsm 108k likesmraja effect	unknown_state	youtube hang aayi 17 k viewsm 108k likesmraja effect	unknown_state
oru raksha illa adipoli trailer	Positive	oru raksha illa adipoli trailer	Positive
poli tovi chetta oru rakshayum illa marana mass	Positive	poli tovi chetta oru rakshayum illa marana mass	Positive
lastile superman punch oru rakshayumilla love u ikka	Positive	lastile superman punch oru rakshayumilla love u ikka	Positive
rajuvettan full family aayittaanallo onathinu lad l mallika sukumaran naayakante amma	Positive	rajuvettan full family aayittaanallo onathinu lad l mallika sukumaran naayakante amma	unknown_state
kalki fans show kannunavar like adichotovino	unknown_state	kalki fans show kannunavar like adichotovino	unknown_state
lalettan fans undo undengil oru like please	unknown_state	lalettan fans undo undengil oru like please	unknown_state
realistic padam kandu maduthu eni korachu mass aakam	Positive	realistic padam kandu maduthu eni korachu mass aakam	Mixed_feelings
ithoke ikkane kondallathe aare komdu pettum	Positive	ithoke ikkane kondallathe aare komdu pettum	Positive
padchone ithippo rajayude koode ano irngunnad pani palum pole thonnunnu	Mixed_feelings	padchone ithippo rajayude koode ano irngunnad pani palum pole thonnunnu	Mixed_feelings
average trailer tiyaan pole akandu iruna mathiyarno too many dialogues	Positive	average trailer tiyaan pole akandu iruna mathiyarno too many dialogues	Negative
oru shortfilm aanu pattumenkil onn kaanuka	Positive	oru shortfilm aanu pattumenkil onn kaanuka	unknown_state
dislike adicha premukhan markku nanni asooya	Negative	dislike adicha premukhan markku nanni asooya	Negative
i am waiting katta mass padam muttila arum	Positive	i am waiting katta mass padam muttila arum	not-malayalam
suspense vende enallale oru gumm ullu enna aa dilaog um aayi oru sadrishyam	unknown_state	suspense vende enallale oru gumm ullu enna aa dilaog um aayi oru sadrishyam	unknown_state
like like like like like like like like like	unknown_state	like like like like like like like like like	not-malayalam
katta waitingg marana mass idhaan makkale heroism	Positive	katta waitingg marana mass idhaan makkale heroism	Positive
eattante pooram kazhinjaal ikkayude kodiyett lalettanum mammookkaykkum pakaram vekkaan aarumillaa	Positive	eattante pooram kazhinjaal ikkayude kodiyett lalettanum mammookkaykkum pakaram vekkaan aarumillaa	Positive
lalettan maranamass rajuvettan claass dirctn theater pooraparambu akan ini enth venam	Positive	lalettan maranamass rajuvettan claass dirctn theater pooraparambu akan ini enth venam	Positive
mammuka fans hit like mammukayude meyvazhakam haters kaanan pokunnathe ulu	unknown_state	mammuka fans hit like mammukayude meyvazhakam haters kaanan pokunnathe ulu	Positive
karthik subbaraj gave us the old rajani prithviraj is gonna give us the vintage lalettan romanjam enoke parana fuckk	Positive	karthik subbaraj gave us the old rajani prithviraj is gonna give us the vintage lalettan romanjam enoke parana fuckk	unknown_state
super hit aavatte frm a lalettan fan	Positive	super hit aavatte frm a lalettan fan	Positive
ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam mass class	Positive	ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam mass class	Positive
paat pole alla mone ith polikkum	Positive	paat pole alla mone ith polikkum	Positive
superman punch is superb	Positive	superman punch is superb	Positive
vellimoonga pole oru padam aanen thonunn polikkum	Positive	vellimoonga pole oru padam aanen thonunn polikkum	Positive
repeat mode on romanjification ettan pakka mass	Positive	repeat mode on romanjification ettan pakka mass	Positive
iyal malathile super staralla indiakarude muzhuvan stara	Positive	iyal malathile super staralla indiakarude muzhuvan stara	Positive
full pirates of caribien visuals aanallo	Positive	full pirates of caribien visuals aanallo	Mixed_feelings
last one punch superman punch madura raja special	Positive	last one punch superman punch madura raja special	Positive
ellavarum marakkuna oraal murali gopy kadhayum thirakadhayumillathe enth padam	Mixed_feelings	ellavarum marakkuna oraal murali gopy kadhayum thirakadhayumillathe enth padam	Mixed_feelings
derik abraham vannu pwolii bgm adaar item	Positive	derik abraham vannu pwolii bgm adaar item	Positive
model schoolil padichavark like adikanhulla comment	unknown_state	model schoolil padichavark like adikanhulla comment	unknown_state
ivide nammal kandath oru 68kaarante poondu vilayaattam uff vere level	Positive	ivide nammal kandath oru 68kaarante poondu vilayaattam uff vere level	Positive
trailer valare ishtai	Positive	trailer valare ishtai	Positive
ikka and unni mukundan nalla combo	Positive	ikka and unni mukundan nalla combo	Positive
brothers daykkum ittimanikkum ore pole wait cheyyuvnnavar like	unknown_state	brothers daykkum ittimanikkum ore pole wait cheyyuvnnavar like	unknown_state
ee dislike addikunnvarode onnum paryaanilla naldukandal aghikarikaan padikk	Negative	ee dislike addikunnvarode onnum paryaanilla naldukandal aghikarikaan padikk	Negative
ittichante vaka oru sample hitum koodi	Positive	ittichante vaka oru sample hitum koodi	Positive
ayyo innale undayirunna like kuranjallo auto fake like youtub remove cheythennu thonunnu	unknown_state	ayyo innale undayirunna like kuranjallo auto fake like youtub remove cheythennu thonunnu	unknown_state
massuman manssuman enn prnjatt ethil mass evdre	Positive	massuman manssuman enn prnjatt ethil mass evdre	Mixed_feelings
tovino die hard telugu fans	not-malayalam	tovino die hard telugu fans	not-malayalam
ndhaa ipo indaaye ndhokeyaa kande malayalam padam thanne aano idh ejjadhi trailler	Positive	ndhaa ipo indaaye ndhokeyaa kande malayalam padam thanne aano idh ejjadhi trailler	Positive
trailer kanditt pokathe like button adichitt pokane	unknown_state	trailer kanditt pokathe like button adichitt pokane	unknown_state
pulimurukan orma vannu ithu bb aakum sure	Positive	pulimurukan orma vannu ithu bb aakum sure	Positive
nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa	Positive	nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa	Positive
jayasuryakum mass movie chakochan ennavo inji	Positive	jayasuryakum mass movie chakochan ennavo inji	Positive
history of mammukka kattawaiting and support love u mammukka	Positive	history of mammukka kattawaiting and support love u mammukka	Positive
njn ikka fana pakshe njagalude ella support um ondakum	Positive	njn ikka fana pakshe njagalude ella support um ondakum	Positive
valiya kuzhapam ila baki screen il	Positive	valiya kuzhapam ila baki screen il	Mixed_feelings
ikkayuda padayalikalk like adikkan ulla noolu	unknown_state	ikkayuda padayalikalk like adikkan ulla noolu	Positive
onnill kooduthall thavana kandavar like adi	unknown_state	onnill kooduthall thavana kandavar like adi	unknown_state
njan mammootty fana but lalettan e onam thootuvarum polikkum	Positive	njan mammootty fana but lalettan e onam thootuvarum polikkum	Positive
amala paul nte aadai cinemayum aayi saamyam thoniyavar undo	Positive	amala paul nte aadai cinemayum aayi saamyam thoniyavar undo	Mixed_feelings
bhai movices ka links share karo yaar places guys	not-malayalam	bhai movices ka links share karo yaar places guys	not-malayalam
ith orumathiri padam akum allenki kando	Positive	ith orumathiri padam akum allenki kando	Mixed_feelings
prithviraj sukumaran	Positive	prithviraj sukumaran	Positive
nettoran as congress guy kadha manasilayi linen taking place of gadhi	Positive	nettoran as congress guy kadha manasilayi linen taking place of gadhi	unknown_state
uff malaru tension adichu chakum entha entho padam irangi hit yennu kelkathe oru samadhanam illa	Positive	uff malaru tension adichu chakum entha entho padam irangi hit yennu kelkathe oru samadhanam illa	Positive
2 5 2019_ samayam 7 24pm aarokke kaanunnu trailer	unknown_state	2 5 2019_ samayam 7 24pm aarokke kaanunnu trailer	unknown_state
kolakolli enoke paranjaa ithaanu repeat mode ini on thanne aayirikkum	Positive	kolakolli enoke paranjaa ithaanu repeat mode ini on thanne aayirikkum	Positive
mass marana mass stephen nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting	Positive	mass marana mass stephen nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting	Positive
ullaaseetta parupaadi okke gambeeram aakattae keettoo	Positive	ullaaseetta parupaadi okke gambeeram aakattae keettoo	Positive
trailer kandu raja polichu oru rakshayum illa	Positive	trailer kandu raja polichu oru rakshayum illa	Positive
ellavareyum vedi vekkunnathum rakshikkunnathum mammootty sir aayirilkkumallo	unknown_state	ellavareyum vedi vekkunnathum rakshikkunnathum mammootty sir aayirilkkumallo	unknown_state
ikkada adutha 100kodi ikka marana mass	Positive	ikkada adutha 100kodi ikka marana mass	Positive
pwolichu lalettaa engalu mass anu	Positive	pwolichu lalettaa engalu mass anu	Positive
pala padangalude trailer orumich kndapole oru thonnal	Positive	pala padangalude trailer orumich kndapole oru thonnal	Mixed_feelings
njan lalettan fan aah annal madhurajakk vendi waiting aah	Positive	njan lalettan fan aah annal madhurajakk vendi waiting aah	Positive
release nu shesham trailer kandavar like adikk enthokke aarnu	unknown_state	release nu shesham trailer kandavar like adikk enthokke aarnu	unknown_state
double roll undo ennoru thonnal	unknown_state	double roll undo ennoru thonnal	unknown_state
dileep fans hit like for mammookka	unknown_state	dileep fans hit like for mammookka	unknown_state
rajappanod pokan para njangalkku njangade stephen chettan undallo	Positive	rajappanod pokan para njangalkku njangade stephen chettan undallo	unknown_state
fight illatha lalettande aadya padam	Positive	fight illatha lalettande aadya padam	unknown_state
behenchood kutey saleey illuminati kay 2 takey kay kutey lanat iblees par lanat lucifer per	unknown_state	behenchood kutey saleey illuminati kay 2 takey kay kutey lanat iblees par lanat lucifer per	not-malayalam
triple strong kkaar okke evideyanavo entho oru vivarom illa	Positive	triple strong kkaar okke evideyanavo entho oru vivarom illa	unknown_state
iyyalkke rest cheyyanulla time aayilla kanda oola padagalilellam abinayiche vila poi paavam	Negative	iyyalkke rest cheyyanulla time aayilla kanda oola padagalilellam abinayiche vila poi paavam	Negative
sir telugu lo daping chesi riliez cheyyandi	not-malayalam	sir telugu lo daping chesi riliez cheyyandi	not-malayalam
enna kidu bgm ahnu ikka	Positive	enna kidu bgm ahnu ikka	Positive
dislike adicha guhanolikalkk	Negative	dislike adicha guhanolikalkk	Negative
scripwriter harikrishnan mass director vashrikumarmenon pakkamass lalettan maranamass	Positive	scripwriter harikrishnan mass director vashrikumarmenon pakkamass lalettan maranamass	Positive
adipoli mass superb kidu mammootty polich __mass aayitund trailer pakka poli	Positive	adipoli mass superb kidu mammootty polich __mass aayitund trailer pakka poli	Positive
trailer nalla iruku but onnum purila kerla green	Positive	trailer nalla iruku but onnum purila kerla green	not-malayalam
happy birthday ekka mega face of indian cinema one and only mammootty	not-malayalam	happy birthday ekka mega face of indian cinema one and only mammootty	not-malayalam
asooya paadilla abrahaminte santhathikale ivde kandillallo thallu aanenkilum ithupolonnu ethikk ennit ivde vaa	Negative	asooya paadilla abrahaminte santhathikale ivde kandillallo thallu aanenkilum ithupolonnu ethikk ennit ivde vaa	Negative
trading no 1 ikka	Positive	trading no 1 ikka	not-malayalam
ettavum kooduthal like kittiya comment akkanam ithu	unknown_state	ettavum kooduthal like kittiya comment akkanam ithu	unknown_state
ayee orumathiri oru tamil kathii padam pole indu	Positive	ayee orumathiri oru tamil kathii padam pole indu	Positive
ningal kaynhe ullu vere oru nadan	Positive	ningal kaynhe ullu vere oru nadan	unknown_state
kali benda mwone ikka mess aane	Positive	kali benda mwone ikka mess aane	unknown_state
poli annu kidu annu mass annu pine	Positive	poli annu kidu annu mass annu pine	Positive
evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa thinnu kalayum nine	Negative	evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa thinnu kalayum nine	Negative
kanditte ishttayillel cash ennode chothicho laletta still love uu prithvi thakz	Positive	kanditte ishttayillel cash ennode chothicho laletta still love uu prithvi thakz	Positive
pwlii mass ith pwlikkum raja ennum raja thaan	Positive	pwlii mass ith pwlikkum raja ennum raja thaan	Positive
fastest 100k trailer laletta ingal poli	Positive	fastest 100k trailer laletta ingal poli	Positive
theatril cinema kanditu vannu kanunavar like adichitu pokuka	unknown_state	theatril cinema kanditu vannu kanunavar like adichitu pokuka	unknown_state
njan oru ikka fan aanu but eatta powlichu vere level katta waiting oru palakkadkaran	Positive	njan oru ikka fan aanu but eatta powlichu vere level katta waiting oru palakkadkaran	Positive
promo kand ivide vannavar okke like adikk	unknown_state	promo kand ivide vannavar okke like adikk	unknown_state
poraa luciferne tholpikkan ulla mass onnum illaa	Positive	poraa luciferne tholpikkan ulla mass onnum illaa	Negative
sohan sinu lal undalloo appo ee padavum	Positive	sohan sinu lal undalloo appo ee padavum	unknown_state
feels like unnimukundan is the hero	not-malayalam	feels like unnimukundan is the hero	not-malayalam
nalla oru movie aakatte ith enthina veruthe highp koottunne	Positive	nalla oru movie aakatte ith enthina veruthe highp koottunne	Mixed_feelings
etinte camera man super annu big salute	Positive	etinte camera man super annu big salute	Positive
mohanlalinte mikka movies kanunnathine kattiyum nallathu athinte trailer kanunnathanu anu	Positive	mohanlalinte mikka movies kanunnathine kattiyum nallathu athinte trailer kanunnathanu anu	Mixed_feelings
onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like njan ulpede	unknown_state	onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like njan ulpede	unknown_state
njn oru ettan fan ahnu trailer pwolichuttoo ikka superr abhrahm pwolikm	Positive	njn oru ettan fan ahnu trailer pwolichuttoo ikka superr abhrahm pwolikm	Positive
lattente dilog eshattam ullavar like here	unknown_state	lattente dilog eshattam ullavar like here	unknown_state
mammootty anna telugu r dhakar ivi e i appe unnu	Positive	mammootty anna telugu r dhakar ivi e i appe unnu	Positive
thudakkam kandittu jo jeeta wohi zikandar orma vannavarundo amir nte modal school	unknown_state	thudakkam kandittu jo jeeta wohi zikandar orma vannavarundo amir nte modal school	unknown_state
padam kanditt vannu trailer kaanane ethra perundu	unknown_state	padam kanditt vannu trailer kaanane ethra perundu	unknown_state
oru mass padam congrats murali gopi and prithviraj you guys didn t disappoint us	Positive	oru mass padam congrats murali gopi and prithviraj you guys didn t disappoint us	Positive
yedaa mamooty mayirae lucifer mass u ninaku orukilum kittaadhu thendi	Positive	yedaa mamooty mayirae lucifer mass u ninaku orukilum kittaadhu thendi	Negative
lucifer yenna filim kandu athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam	Positive	lucifer yenna filim kandu athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam	Mixed_feelings
prithvi tovino ishtam lalettan allah parayanundo peruthishtam	Positive	prithvi tovino ishtam lalettan allah parayanundo peruthishtam	Positive
movie kandid veedum trailer kanunnavar undo	unknown_state	movie kandid veedum trailer kanunnavar undo	unknown_state
happy birthday to my idol mamookka luv u ikka	not-malayalam	happy birthday to my idol mamookka luv u ikka	not-malayalam
kalakkan movie fight background music okke vera level	Positive	kalakkan movie fight background music okke vera level	Positive
njaan ithuvare malayala oru trailer kandittilla	Positive	njaan ithuvare malayala oru trailer kandittilla	Positive
kandu njan kandu sunny chechiye njan kandu	Positive	kandu njan kandu sunny chechiye njan kandu	Positive
kuttan pillayude sivarathri ormavannar like adi	unknown_state	kuttan pillayude sivarathri ormavannar like adi	unknown_state
ejjathi trailer mammukkaa padmakumar nigal vere level aanuu	Positive	ejjathi trailer mammukkaa padmakumar nigal vere level aanuu	Positive
lots of support from vijay fans	not-malayalam	lots of support from vijay fans	not-malayalam
youtube vare hang aaki ikkede piller	unknown_state	youtube vare hang aaki ikkede piller	Positive
entammo english trailer kaanunna feel ith polikkum	Positive	entammo english trailer kaanunna feel ith polikkum	Positive
oru rekshamilla makkalee varunnath oru onnonnara varava this deal is with a devil	Positive	oru rekshamilla makkalee varunnath oru onnonnara varava this deal is with a devil	Positive
1min 33sec scene il prithviraj alle athu	Positive	1min 33sec scene il prithviraj alle athu	unknown_state
sudeep all the best trailer kalakki machanea apo padam powlikkum	Positive	sudeep all the best trailer kalakki machanea apo padam powlikkum	Positive
dislike tarunavanmarku enthe naduviral namaskaram	Negative	dislike tarunavanmarku enthe naduviral namaskaram	Negative
ikkaa vere leval anuu i m waitingg for madhura raja	Positive	ikkaa vere leval anuu i m waitingg for madhura raja	Positive
just waiting lalettattan mass kolakolli item	Positive	just waiting lalettattan mass kolakolli item	Positive
prithvirajinte character poster kanditt trailer onnode kaanan vannavar undoo	unknown_state	prithvirajinte character poster kanditt trailer onnode kaanan vannavar undoo	unknown_state
gambeeram	Positive	gambeeram	Positive
e negative commentsitta ella oolakalkum kadutha asooya matram athinithuvare marunnu kandupidichittilla	Negative	e negative commentsitta ella oolakalkum kadutha asooya matram athinithuvare marunnu kandupidichittilla	Negative
ith polikkum	Positive	ith polikkum	Positive
njan itrayum oru cinemayude trilarin vendi kaathirunnittilla	Positive	njan itrayum oru cinemayude trilarin vendi kaathirunnittilla	Positive
ettan fan aanu mamankathinayi katta waiting	Positive	ettan fan aanu mamankathinayi katta waiting	Positive
manju variyar ullathu kondu oru pedi pottumop	Positive	manju variyar ullathu kondu oru pedi pottumop	Mixed_feelings
100cr clubil kerunathinte report kathirikunavar addi like	unknown_state	100cr clubil kerunathinte report kathirikunavar addi like	unknown_state
lucifer na pola marana mass avatte ennu aashamsikkunnu by an ettan fan	Positive	lucifer na pola marana mass avatte ennu aashamsikkunnu by an ettan fan	Positive
