text	category	text	category
vera level dialogues thala vera level	Positive	vera level dialogues thala vera level	Positive
looks like it s a trend setting film from rajini	Positive	looks like it s a trend setting film from rajini	Positive
paahh this isn t not a remake thala nail it	Positive	paahh this isn t not a remake thala nail it	Positive
ajith sir in veru patta nadipu vera leval	Positive	ajith sir in veru patta nadipu vera leval	Positive
druvanachathiram release aayo arkenkilum ariyumoo	Positive	druvanachathiram release aayo arkenkilum ariyumoo	Positive
trailer ah paatha angaali pangaali elam oru like podunga	Positive	trailer ah paatha angaali pangaali elam oru like podunga	Mixed_feelings
but still vfx not upto mark	Positive	but still vfx not upto mark	Mixed_feelings
petta rocking 500k likes agree	Positive	petta rocking 500k likes agree	Mixed_feelings
ajith sir ha konjam nattkal kalluchi parthale annantha kanneer varudhu	Positive	ajith sir ha konjam nattkal kalluchi parthale annantha kanneer varudhu	Positive
hi thalaiva meeting u in semma movie	Positive	hi thalaiva meeting u in semma movie	Positive
thalapathy fans thatraa like ah	Positive	thalapathy fans thatraa like ah	Positive
ada pavi petta trailer review kuda trending la irukhu ana trailer i ll a idhu you tube oda sadi	Positive	ada pavi petta trailer review kuda trending la irukhu ana trailer i ll a idhu you tube oda sadi	Mixed_feelings
well said padipa matum namata irunthu eduthuka mudiyathu	Positive	well said padipa matum namata irunthu eduthuka mudiyathu	Positive
69 vayasula yaaralayum ipdi oru style mass ah kaata mudiyathu only one super star will create this magic	Positive	69 vayasula yaaralayum ipdi oru style mass ah kaata mudiyathu only one super star will create this magic	Positive
sir telugu lo kuda dubbing cheyande	Positive	sir telugu lo kuda dubbing cheyande	unknown_state
thalaivar sema vera leval thalaiva	Positive	thalaivar sema vera leval thalaiva	Positive
sollamma solluven kollama kolluven oorukullen yenpearu kanthaswamy	Positive	sollamma solluven kollama kolluven oorukullen yenpearu kanthaswamy	Positive
why dont you make movie relies in hindi	Positive	why dont you make movie relies in hindi	Positive
0 55 sethu anna mass hit likes	Positive	0 55 sethu anna mass hit likes	Positive
indha mari ponungluku laan indha mari dhan nadakum apadi laan nadakadhu nadaka kudadhu	Positive	indha mari ponungluku laan indha mari dhan nadakum apadi laan nadakadhu nadaka kudadhu	Mixed_feelings
marana mass thalaiva love you	Positive	marana mass thalaiva love you	Positive
intha maari pakathula nadikarratha vittuttu kaala kabali nu thalaiva waste pannitingale	Positive	intha maari pakathula nadikarratha vittuttu kaala kabali nu thalaiva waste pannitingale	Mixed_feelings
love you thalaiva	Positive	love you thalaiva	Positive
yuvan bgmleh thalaiya pakka mothe innu vera level ke pothu paa thalapathy fan	Positive	yuvan bgmleh thalaiya pakka mothe innu vera level ke pothu paa thalapathy fan	Positive
haters kila avlo peru irukkanga eppudra mela vanthe vjs athe kila irukkrava kitte keluda mass reply	Positive	haters kila avlo peru irukkanga eppudra mela vanthe vjs athe kila irukkrava kitte keluda mass reply	unknown_state
chiyaan vera level maass like a hollywood actor	Positive	chiyaan vera level maass like a hollywood actor	Positive
wotha ena visuals apo 64 inum veri aa irukum	Positive	wotha ena visuals apo 64 inum veri aa irukum	Mixed_feelings
ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back	Positive	ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back	Positive
ellam avan seyal padam remake madhiri theriyudhu	Positive	ellam avan seyal padam remake madhiri theriyudhu	Negative
i am not a rajini fan but this is omg pettaparaakk	Positive	i am not a rajini fan but this is omg pettaparaakk	Positive
2 0 padam vetri pera vallthukal by thala fan	Positive	2 0 padam vetri pera vallthukal by thala fan	Mixed_feelings
thalaivar semma mass da vera evan da	Positive	thalaivar semma mass da vera evan da	Positive
ppaa yenna style thalaivar yeppavum mass intha time marana mass ks bro tq	Positive	ppaa yenna style thalaivar yeppavum mass intha time marana mass ks bro tq	Mixed_feelings
mask podathala kandu pidika mudiyala	Positive	mask podathala kandu pidika mudiyala	Negative
viswasam trailer pathutu vanthavanga like podunga	Positive	viswasam trailer pathutu vanthavanga like podunga	unknown_state
ommala verha level last dialogue	Positive	ommala verha level last dialogue	Negative
omg vikram sir look so hot	Positive	omg vikram sir look so hot	Positive
commercial kuppai igil ku thriller story kaithi eh paakalam	Positive	commercial kuppai igil ku thriller story kaithi eh paakalam	Negative
thala vera level performance i love thalaa	Positive	thala vera level performance i love thalaa	Positive
petta parakk its going to be thalaivar mass	Positive	petta parakk its going to be thalaivar mass	Positive
semma trailer yavanukkavadu pondati kolandha kutti sentiment gintiment irundha appadiye oodi poyidu msg to someone	Positive	semma trailer yavanukkavadu pondati kolandha kutti sentiment gintiment irundha appadiye oodi poyidu msg to someone	Positive
thala look sema mass vera level	Positive	thala look sema mass vera level	Positive
2 14 mission impossible scene suttutingale da	Positive	2 14 mission impossible scene suttutingale da	Negative
super star vazhgga by a die hard kamal fan 2 0 fdfs fans hit like	Positive	super star vazhgga by a die hard kamal fan 2 0 fdfs fans hit like	Positive
me vijay fan but trailer vera leval	Positive	me vijay fan but trailer vera leval	Positive
naa thalapathy fan but thala maadhiri yaarukkum nalla manusu varaadhu	Positive	naa thalapathy fan but thala maadhiri yaarukkum nalla manusu varaadhu	Positive
enakum dhanush pudikum views kammi but likes adhigam how is it possible	Positive	enakum dhanush pudikum views kammi but likes adhigam how is it possible	Positive
love you dhanush anna semma mass	Positive	love you dhanush anna semma mass	Positive
un mansuku unna yarum asaikka mudiyathu thala	Positive	un mansuku unna yarum asaikka mudiyathu thala	Positive
super adithu ketpathai vida padithu ketpathe siranthathu	Positive	super adithu ketpathai vida padithu ketpathe siranthathu	Positive
1 56 dialogue vera level adha vera endha actor um nenachu kuda paaka mudiyadhu just thalaivar things	Positive	1 56 dialogue vera level adha vera endha actor um nenachu kuda paaka mudiyadhu just thalaivar things	Positive
100k likes in 28 minutes	Positive	100k likes in 28 minutes	Positive
vera level music vera level getup	Positive	vera level music vera level getup	Positive
naamaku thevayanatha namma than adichi yaduthukanum	Positive	naamaku thevayanatha namma than adichi yaduthukanum	Positive
pacha kuthirukarla rajni atha paathu bayanthu poranga la athu faster rock film copy	Positive	pacha kuthirukarla rajni atha paathu bayanthu poranga la athu faster rock film copy	Mixed_feelings
yammadiyovv siripana sambavam pakka porom	Positive	yammadiyovv siripana sambavam pakka porom	Positive
super thalaivaa your styles appadiye irukku	Positive	super thalaivaa your styles appadiye irukku	Positive
vikram attitude bgm match made in heaven love from karmataka	Positive	vikram attitude bgm match made in heaven love from karmataka	Positive
nkp trailer parthuttu pink trailer parthavanga like pannunga	Positive	nkp trailer parthuttu pink trailer parthavanga like pannunga	Positive
senior hero movieku venum but title la sk name dhan first varumam thalapathy ku mattum dhaan andha manasu varum jilla	Positive	senior hero movieku venum but title la sk name dhan first varumam thalapathy ku mattum dhaan andha manasu varum jilla	Positive
padam part 2 vandha nalla irukume	Positive	padam part 2 vandha nalla irukume	Positive
mass da nama thalaa	Positive	mass da nama thalaa	Positive
bigil ku yevlo wait panramo athe alavuku kaithiku waiting	Positive	bigil ku yevlo wait panramo athe alavuku kaithiku waiting	Positive
semmaa mass mesmerissinngg thala nailed it	Positive	semmaa mass mesmerissinngg thala nailed it	Positive
12k unlikes aanda parambarai parithabangal hehe	Negative	12k unlikes aanda parambarai parithabangal hehe	Negative
nan 75 views ah cross panniten anyone else like me	Positive	nan 75 views ah cross panniten anyone else like me	Positive
dai sarkar la 40 million views vanthuruchu inga 11milliyan than	Positive	dai sarkar la 40 million views vanthuruchu inga 11milliyan than	Positive
thalaiva lastea oru step potinga paarunga anga nikkiringa	Positive	thalaiva lastea oru step potinga paarunga anga nikkiringa	Mixed_feelings
last dialogue for all actors fans	Positive	last dialogue for all actors fans	Positive
hit oh flip oh siva annan kaga film papom	Positive	hit oh flip oh siva annan kaga film papom	Positive
pandey thayoli yaar munnala voice raice pandra sanga aruthuruvom thala mattum thaan pesuvaaru	Positive	pandey thayoli yaar munnala voice raice pandra sanga aruthuruvom thala mattum thaan pesuvaaru	Negative
semma thalaiva ellarum pls marakkama trailer ah like panni link share pannunga	Positive	semma thalaiva ellarum pls marakkama trailer ah like panni link share pannunga	Positive
thala solla vaarthaiye illa vera level	Positive	thala solla vaarthaiye illa vera level	Positive
oruthar kita unmaiyaa irukka inoruthara uthasana paduthiringaa semaa dialogue	Positive	oruthar kita unmaiyaa irukka inoruthara uthasana paduthiringaa semaa dialogue	Mixed_feelings
dai intha pandya ennada pannitruka athuvum thalaiku equals	Positive	dai intha pandya ennada pannitruka athuvum thalaiku equals	Positive
petta a new favourite rajini film after sivaji	Positive	petta a new favourite rajini film after sivaji	Positive
anyone here even in 2019 july	Positive	anyone here even in 2019 july	Negative
from murattu kalai to kalii parakk veritanam overloaded	Positive	from murattu kalai to kalii parakk veritanam overloaded	Negative
ithukku peru nerkonda paarvaiya dei dei kollatheengada pink copy nu vaingada crt ah irukkum	Positive	ithukku peru nerkonda paarvaiya dei dei kollatheengada pink copy nu vaingada crt ah irukkum	Positive
699 k likes reached aairuku	Positive	699 k likes reached aairuku	Positive
thalaiva parak petta parak pongal parak superstar parak rajinism parak	Positive	thalaiva parak petta parak pongal parak superstar parak rajinism parak	Positive
antha kadaisii waarttha ungaloda vishwasattha kaatta matthavangala ean asinga padutthringa	Positive	antha kadaisii waarttha ungaloda vishwasattha kaatta matthavangala ean asinga padutthringa	Positive
don t kill so many times just fasak	Positive	don t kill so many times just fasak	unknown_state
yow yuvan therikka vittaru ba	Positive	yow yuvan therikka vittaru ba	Mixed_feelings
ipoo dhan da thala thala maari irukaaru	Positive	ipoo dhan da thala thala maari irukaaru	Positive
pongaluku petta than petta matum than	Positive	pongaluku petta than petta matum than	Positive
congrats vetri maaran dhanush	Positive	congrats vetri maaran dhanush	Positive
bgm marana maass nammakitta kaadu iruntha eaduthukkuvanunga padippu iruntha	Positive	bgm marana maass nammakitta kaadu iruntha eaduthukkuvanunga padippu iruntha	Positive
pink padam trailer kooda parkama nkp ku marana waiting pannavanga comment pannunga thala bloods	Positive	pink padam trailer kooda parkama nkp ku marana waiting pannavanga comment pannunga thala bloods	Positive
katthi theme potu vachii irukka	Negative	katthi theme potu vachii irukka	Negative
padam parthathukku aprom trailer parkuravanga oru like podunga	Positive	padam parthathukku aprom trailer parkuravanga oru like podunga	Positive
why virkam movies not releasing in hindi	Positive	why virkam movies not releasing in hindi	Positive
ellam ok vera lvl dhaan akshay kumar voice dhaan pa cartoon type villain voice otherwise trailer is international	Positive	ellam ok vera lvl dhaan akshay kumar voice dhaan pa cartoon type villain voice otherwise trailer is international	Mixed_feelings
avulo scene lam illa romba paravalaya iruku	Positive	avulo scene lam illa romba paravalaya iruku	Positive
dislike potavan lam ready ya irunga next nadakum pothu	Positive	dislike potavan lam ready ya irunga next nadakum pothu	Positive
enna da over buildup ah iruku	Positive	enna da over buildup ah iruku	Negative
andha loose abhirami irruka paaka vandhavanga like podunga	Positive	andha loose abhirami irruka paaka vandhavanga like podunga	Mixed_feelings
therikka vidrom verithanam thalaivaa vfx vera vera level	Positive	therikka vidrom verithanam thalaivaa vfx vera vera level	Negative
never ever give up indha yaaru bike la irrukkoo oru like poodunga	Positive	never ever give up indha yaaru bike la irrukkoo oru like poodunga	Positive
super sema bgm by anirudh	Positive	super sema bgm by anirudh	Positive
thalaiva un adika alle illa gethu	Positive	thalaiva un adika alle illa gethu	Positive
idhu tha sirapuana tharamana sambavam	Positive	idhu tha sirapuana tharamana sambavam	Positive
ippa vangada bahubali boys thalaivan sankar kalathula erangittanda	Positive	ippa vangada bahubali boys thalaivan sankar kalathula erangittanda	Positive
vada chennai la irrunthu etho oru village poi irrukku kathai kalam	Positive	vada chennai la irrunthu etho oru village poi irrukku kathai kalam	Mixed_feelings
waiting 11m views and 800k likes	Positive	waiting 11m views and 800k likes	Positive
kuch samaj nhi aaya tamil me lekin thik laga trailer his last movie	not-malayalam/tamil	kuch samaj nhi aaya tamil me lekin thik laga trailer his last movie	not-Tamil
hit like if u are waiting for kaappaan	Positive	hit like if u are waiting for kaappaan	Positive
pls don t come to politics petta best entertainer	Positive	pls don t come to politics petta best entertainer	Mixed_feelings
you kena tunggu lama lagi untuk tahu saya final dialogue in malay o	Positive	you kena tunggu lama lagi untuk tahu saya final dialogue in malay o	not-Tamil
289k left for 1m likes	Positive	289k left for 1m likes	Positive
10 times ku mela pathavanga like ah podunga	Positive	10 times ku mela pathavanga like ah podunga	Positive
ye to mere ko pink se bhi better lag rhi h better dialogue masala	Positive	ye to mere ko pink se bhi better lag rhi h better dialogue masala	Positive
any die hrt vikram fans hit like	Positive	any die hrt vikram fans hit like	Negative
nadiyoke shakthi illa ivnella hero ankond tirgtira nimge taste illa illandre kannu illa	Negative	nadiyoke shakthi illa ivnella hero ankond tirgtira nimge taste illa illandre kannu illa	Negative
vaasu yaar adhu aiyo namma mind shruthi hassan pakkam podhe	Positive	vaasu yaar adhu aiyo namma mind shruthi hassan pakkam podhe	Positive
0 53 thala ooda looka copy adichutan daa	Positive	0 53 thala ooda looka copy adichutan daa	Positive
thala court scene marana mass dialogue delivery super duper hit	Positive	thala court scene marana mass dialogue delivery super duper hit	Positive
1st day show yarallam book panniga	Positive	1st day show yarallam book panniga	unknown_state
this pongal is not only pongal it s marana mass pongal	Positive	this pongal is not only pongal it s marana mass pongal	Positive
thaliva nee veralevel becoz eppadi neriya neriya neriya natha dialogue veralevel	Positive	thaliva nee veralevel becoz eppadi neriya neriya neriya natha dialogue veralevel	Positive
rajni style youth rajni	Positive	rajni style youth rajni	Positive
makkal selvan kaaga like pottavangalaam like pannunga	Positive	makkal selvan kaaga like pottavangalaam like pannunga	Positive
nallaarukkuppaa olli meesa like meesa with thaadi comment	Negative	nallaarukkuppaa olli meesa like meesa with thaadi comment	Negative
indha maadhiri niraya padangal edhir paakurom	Mixed_feelings	indha maadhiri niraya padangal edhir paakurom	Mixed_feelings
true thala fans like here	Positive	true thala fans like here	Positive
trailer time melle patha angali pangaligala like podunge	Positive	trailer time melle patha angali pangaligala like podunge	Positive
53 vayasula mass kaatraru simbu baadu paathu kathuko da	Positive	53 vayasula mass kaatraru simbu baadu paathu kathuko da	Positive
rajni vijay sethupathi nawaz petta	Positive	rajni vijay sethupathi nawaz petta	Positive
neriya neriya neriya paa vera level	Positive	neriya neriya neriya paa vera level	Positive
last line s for some bad fans	Positive	last line s for some bad fans	Positive
petta still not get one million likes but viswasam go ahead of one million likes	Positive	petta still not get one million likes but viswasam go ahead of one million likes	Mixed_feelings
iam thalapathy fan padam nalla irukum thonuthu	Positive	iam thalapathy fan padam nalla irukum thonuthu	Positive
super vikram sir surya annaa fans like here	Positive	super vikram sir surya annaa fans like here	Positive
love you my fav hero thalada	Positive	love you my fav hero thalada	Positive
maranaa mmaass thalewa i love you	Positive	maranaa mmaass thalewa i love you	Positive
super 2 0 is like hollywood movie	Positive	super 2 0 is like hollywood movie	Positive
kadavulay epadiyadhu indha padam hit agiranum	Positive	kadavulay epadiyadhu indha padam hit agiranum	Positive
mere channel ki videos dekho plz	Positive	mere channel ki videos dekho plz	Negative
epdi naraya naraya naraya naraya naraya naraya this is ajith kumar roar	Positive	epdi naraya naraya naraya naraya naraya naraya this is ajith kumar roar	Positive
like here thala veriyans only	Positive	like here thala veriyans only	Positive
love rajini but trailer innum konjam strong ah irkanum	Positive	love rajini but trailer innum konjam strong ah irkanum	Mixed_feelings
silirkavachutinga thalaiva vera level thalaiva great job sankar sir	Positive	silirkavachutinga thalaiva vera level thalaiva great job sankar sir	Positive
thala pola varuma thala eppavume mass vera level	Positive	thala pola varuma thala eppavume mass vera level	Positive
ellam avan seyal movie mari erukumoo	Positive	ellam avan seyal movie mari erukumoo	Positive
dub it in telugu too	Positive	dub it in telugu too	Positive
innoru mokka masala paadama yenda sethupathi mathiri oru padam edupan partha rekka mathiri edukuranuga	Positive	innoru mokka masala paadama yenda sethupathi mathiri oru padam edupan partha rekka mathiri edukuranuga	Mixed_feelings
24 07 2019 11 38 pm anybody here	Positive	24 07 2019 11 38 pm anybody here	Mixed_feelings
massukke peruma da rajini enna pannalum	Positive	massukke peruma da rajini enna pannalum	Positive
sariyaanaa trailer best of sk	Positive	sariyaanaa trailer best of sk	Positive
dai enada oru announcement iladha vitinga	Positive	dai enada oru announcement iladha vitinga	Positive
enada views ah vida likes adigama irku kalaipuli ne nadathu	Positive	enada views ah vida likes adigama irku kalaipuli ne nadathu	Positive
ioo ioo ioo ennanu solrathu thala nenga vera leval	Positive	ioo ioo ioo ennanu solrathu thala nenga vera leval	Positive
ada paavigala hindi pink movie ah apdiye copy cat ah why did you do like this	Positive	ada paavigala hindi pink movie ah apdiye copy cat ah why did you do like this	Mixed_feelings
thalaivaa pakka mass invincible style samrat	Positive	thalaivaa pakka mass invincible style samrat	Positive
2 18 viswasam result nu nenaikiren	Positive	2 18 viswasam result nu nenaikiren	Mixed_feelings
sambhavam sir etha mean pannurenga	Positive	sambhavam sir etha mean pannurenga	unknown_state
vijay sethupathikaga trailer pathavangala like potu ponga	Positive	vijay sethupathikaga trailer pathavangala like potu ponga	unknown_state
he s always best in his way	Positive	he s always best in his way	Positive
bigil record panniruchuna mudikithe poogenum aprm enna pudungerathuku inge vanthu comment poduringe anil kunju aalaparaigal	Negative	bigil record panniruchuna mudikithe poogenum aprm enna pudungerathuku inge vanthu comment poduringe anil kunju aalaparaigal	Negative
sk anna fans like podunga	Positive	sk anna fans like podunga	Positive
sethupathi vijay fanz hit like	Positive	sethupathi vijay fanz hit like	Positive
awesome trailer hollywood movie maathiri irukku	Positive	awesome trailer hollywood movie maathiri irukku	Positive
suyama sindhikka therinjavan dhaan super hero	Positive	suyama sindhikka therinjavan dhaan super hero	Positive
thala yoda last dialog sema mass vera level nu soldravanga oru like podunga	Positive	thala yoda last dialog sema mass vera level nu soldravanga oru like podunga	Positive
what a trailer rajinikanth sir is again back	Positive	what a trailer rajinikanth sir is again back	Positive
kole gaand la irukke mavne kollame vidamaate	Positive	kole gaand la irukke mavne kollame vidamaate	unknown_state
mass thala yuvan bgm eppavum mass	Positive	mass thala yuvan bgm eppavum mass	Positive
pink remake ana amitab bachan alavuku la mass a nadikave midiyathu	Positive	pink remake ana amitab bachan alavuku la mass a nadikave midiyathu	Positive
super thalva super star rajni	Positive	super thalva super star rajni	Positive
romba varusathukku apram oru mass entertainer	Positive	romba varusathukku apram oru mass entertainer	Positive
trending no 6 after 3 days in karnataka	Positive	trending no 6 after 3 days in karnataka	unknown_state
sirapana tharamana sambavangala inimey than paaka porom	Positive	sirapana tharamana sambavangala inimey than paaka porom	Positive
sathiyama intha padam blue sattai maran ku puriya poarathillai confirm kaari thuppiduvaaru mr makku manguni	Positive	sathiyama intha padam blue sattai maran ku puriya poarathillai confirm kaari thuppiduvaaru mr makku manguni	Positive
enna ya intha la oru sentiment scene onnu kuda illa pappom	Positive	enna ya intha la oru sentiment scene onnu kuda illa pappom	Positive
finally i asking you what did you say	Positive	finally i asking you what did you say	Positive
massnaa semma massrajini sir superbb paa	Positive	massnaa semma massrajini sir superbb paa	Positive
thala neenge vere leveldamn waiting for nerkonda paarvai from diehardthalafan	Positive	thala neenge vere leveldamn waiting for nerkonda paarvai from diehardthalafan	Positive
bgm sounds like arjun reddy bgm	Positive	bgm sounds like arjun reddy bgm	Positive
looks like power rangers spd emergency	Positive	looks like power rangers spd emergency	Negative
nalla kalam kabali kala mathiri illa move ethu super star move	Positive	nalla kalam kabali kala mathiri illa move ethu super star move	Positive
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	Positive	pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	Positive
napoleon sir fans undo last scene naren	Positive	napoleon sir fans undo last scene naren	Positive
thala ajith oda acting skills ah paathu satisfied aanavanga like podunga class act thala	Positive	thala ajith oda acting skills ah paathu satisfied aanavanga like podunga class act thala	Mixed_feelings
kerala vikram fans like butten adichu pottikku	Positive	kerala vikram fans like butten adichu pottikku	Positive
antha alauku illa padam varatum tamil rackers la pathutu soluren	Positive	antha alauku illa padam varatum tamil rackers la pathutu soluren	Negative
chindamani kola case remake anne en thonnunu	Positive	chindamani kola case remake anne en thonnunu	Negative
ajith sir kilavan ninaikkavanga like pannunga	Positive	ajith sir kilavan ninaikkavanga like pannunga	Negative
super chiyan sir your vere leval	Positive	super chiyan sir your vere leval	Negative
oruthar mela neenga viswasam kaaturathukaga innoruthara yen asinga paduthuringa whatta dialogue deliver thala mass	Positive	oruthar mela neenga viswasam kaaturathukaga innoruthara yen asinga paduthuringa whatta dialogue deliver thala mass	Positive
karthi subraj was ozm bcze thalavar ah avlo elamai ah kaatirukaru	Positive	karthi subraj was ozm bcze thalavar ah avlo elamai ah kaatirukaru	Positive
thalya thavira verayaarum tamilla intha charter pannave mudiyathunu ninaikkiravanga or u like pannunga	Positive	thalya thavira verayaarum tamilla intha charter pannave mudiyathunu ninaikkiravanga or u like pannunga	Positive
trailer ivalavu mokkaiya irukku kandippa padam hit movie	Positive	trailer ivalavu mokkaiya irukku kandippa padam hit movie	Positive
lagta hai full movie hi dikha diya good bt not so good	Positive	lagta hai full movie hi dikha diya good bt not so good	Positive
kaithiye ippadi irukuna thalapathy 64 eppadi irukuna verithanama irukum	Positive	kaithiye ippadi irukuna thalapathy 64 eppadi irukuna verithanama irukum	unknown_state
semma semma i love you thala	Positive	semma semma i love you thala	Positive
1 trending in singapore 9 australia	Positive	1 trending in singapore 9 australia	unknown_state
intha movie copyrights vangithaa remake pandraga atha theriyatha sila lusu pasaga pink movie copy pandragala atlee ya poi kelugada	Positive	intha movie copyrights vangithaa remake pandraga atha theriyatha sila lusu pasaga pink movie copy pandragala atlee ya poi kelugada	Negative
thala kerala katta fans like here	Positive	thala kerala katta fans like here	Positive
epo dhan 1m reach panradhu quick	Positive	epo dhan 1m reach panradhu quick	Positive
pakka mass thalaiva romantic scene ellam vera levela irukum pola	Positive	pakka mass thalaiva romantic scene ellam vera levela irukum pola	Positive
nice	Positive	nice	Positive
mirchi shiva nu nenachuten da first	Positive	mirchi shiva nu nenachuten da first	unknown_state
pakkuratha irundal podradi first day first show pakkanam	Positive	pakkuratha irundal podradi first day first show pakkanam	Positive
talaa ajith sir wt a style	Positive	talaa ajith sir wt a style	Positive
kola gaandla iruken movane kollama vidumaaten	Positive	kola gaandla iruken movane kollama vidumaaten	Positive
adei trailer ku ethukuda advertisement	Positive	adei trailer ku ethukuda advertisement	Negative
eppadi neraya neraya neraya neraya thala acting vera level	Positive	eppadi neraya neraya neraya neraya thala acting vera level	Positive
400 k likes 5m views mass	Positive	400 k likes 5m views mass	Positive
ending la rajini dance patha sirippu tha varuthu	Positive	ending la rajini dance patha sirippu tha varuthu	Positive
are you virgin k alaavaa koii line samajh nhi aayi lekin story bollywood movie pink jaisi h	Positive	are you virgin k alaavaa koii line samajh nhi aayi lekin story bollywood movie pink jaisi h	Positive
release date please trailer super	Positive	release date please trailer super	Positive
pongalukku sweet conform yes waiting laya veriyavudha va thalaiva vijay sedhupathi ultimate	Positive	pongalukku sweet conform yes waiting laya veriyavudha va thalaiva vijay sedhupathi ultimate	Positive
that dialogue for fans vijay or ajith oruthar mela nenga viswasam katradhukaga innoruthara yen asinga paduthringa	Positive	that dialogue for fans vijay or ajith oruthar mela nenga viswasam katradhukaga innoruthara yen asinga paduthringa	Positive
super star rajni sir super style awesome	Positive	super star rajni sir super style awesome	Positive
enna da pomba padam mari iruku	Positive	enna da pomba padam mari iruku	Mixed_feelings
telugu trailer edhi ra karthik bandoda	Positive	telugu trailer edhi ra karthik bandoda	unknown_state
vera leval thala nee marana mass	Positive	vera leval thala nee marana mass	Mixed_feelings
thala fans like ka adichi thookunga	Positive	thala fans like ka adichi thookunga	Positive
yow indha alaluku vaisu agave illa ya da apudiye irukaru	Positive	yow indha alaluku vaisu agave illa ya da apudiye irukaru	Positive
what a stupid movie you saying kadaram kondan a malaysian movie documentary but im seeing actions disgusting	Positive	what a stupid movie you saying kadaram kondan a malaysian movie documentary but im seeing actions disgusting	Positive
agr akshay hero nhi to film me mja nhi ayga	Positive	agr akshay hero nhi to film me mja nhi ayga	not-Tamil
love you karthi annaa ummaa therikka vidrom	Positive	love you karthi annaa ummaa therikka vidrom	Positive
commercial ok arasiyaluma unga mass max to max 12 c	Positive	commercial ok arasiyaluma unga mass max to max 12 c	Positive
ommaalaa ena trailer da yebbaa vera vera vera level kola asurathanam blockbuster for sure asuran asurantrailer	Positive	ommaalaa ena trailer da yebbaa vera vera vera level kola asurathanam blockbuster for sure asuran asurantrailer	Positive
avara control panna mudiyathu en na avar thala	Positive	avara control panna mudiyathu en na avar thala	Positive
thala acting vera level nu solravanga like panunga	Positive	thala acting vera level nu solravanga like panunga	Positive
thala irukkum bothu vaal aadakudaathu da	Positive	thala irukkum bothu vaal aadakudaathu da	Positive
trailor dialog goosebumps	Positive	trailor dialog goosebumps	Positive
1 41 villinous smile vijaysethupahy marana gethu	Positive	1 41 villinous smile vijaysethupahy marana gethu	Positive
trailer nalla dhan iruku theva illama en bigil kooda clash u	Positive	trailer nalla dhan iruku theva illama en bigil kooda clash u	Positive
ennada nerkonda parvai mathiri iruku bgm agree	Positive	ennada nerkonda parvai mathiri iruku bgm agree	Negative
bro best 4k tv 43 inch la entha tv vankalam bro	Positive	bro best 4k tv 43 inch la entha tv vankalam bro	Positive
ipdi neraiya neraiya neraiya views venumm	Positive	ipdi neraiya neraiya neraiya views venumm	Positive
switzerland fdfs p e t t a p o n g a l	Positive	switzerland fdfs p e t t a p o n g a l	unknown_state
vadivela nadikka vachirukkalam nalla odum	Positive	vadivela nadikka vachirukkalam nalla odum	Positive
eee bigil trailer verithanam 19m like	Positive	eee bigil trailer verithanam 19m like	Positive
karthi awaken suriya is a fool	Positive	karthi awaken suriya is a fool	unknown_state
marana mass karthi nammode annante annan	Positive	marana mass karthi nammode annante annan	Negative
thalaivar power theriyama pesitrukaanga oru vaarathuku apram avanga nelamaya nenacha pavama iruku tha chinna pasangalaa	Positive	thalaivar power theriyama pesitrukaanga oru vaarathuku apram avanga nelamaya nenacha pavama iruku tha chinna pasangalaa	Mixed_feelings
rajni kant ka aur super duper flop film hogi ye	Positive	rajni kant ka aur super duper flop film hogi ye	not-Tamil
inimey paruda youtupe trending 1 vandheuchu ela	Positive	inimey paruda youtupe trending 1 vandheuchu ela	Positive
kya ye movie hindi m aayegi	Positive	kya ye movie hindi m aayegi	not-Tamil
1 57 semaa thala nalle dha edhala sollamudium thagidi avaruku mattudha eruku	Positive	1 57 semaa thala nalle dha edhala sollamudium thagidi avaruku mattudha eruku	Positive
mavamey kollama vidamate ipo sweet sapaporom	Positive	mavamey kollama vidamate ipo sweet sapaporom	Positive
kole gandle irke mavane kollame vidamate	unknown_state	kole gandle irke mavane kollame vidamate	unknown_state
andha 39k vum endha lusuk nu elarukum nalla theriyum	Positive	andha 39k vum endha lusuk nu elarukum nalla theriyum	Negative
padam mokka ya irukka poguthu nu thonuthu	Positive	padam mokka ya irukka poguthu nu thonuthu	Mixed_feelings
thararamana sambavam paarkka marana waiting thalaiva	Positive	thararamana sambavam paarkka marana waiting thalaiva	Positive
today night kulla 10 million views varum agree	Positive	today night kulla 10 million views varum agree	Positive
niraiya niraiya kevalama iruku intha dialogue	Positive	niraiya niraiya kevalama iruku intha dialogue	Negative
anyone after sangatamihan flop like her	Positive	anyone after sangatamihan flop like her	Negative
innum neraya neraya neraya neraya likes venum	Positive	innum neraya neraya neraya neraya likes venum	Positive
ommala unmailaye nenga asuran tha	Positive	ommala unmailaye nenga asuran tha	Positive
semma stylish thalaivar vera level thalaivar eppavume mass	Positive	semma stylish thalaivar vera level thalaivar eppavume mass	Positive
it s look like power rangers spd	Positive	it s look like power rangers spd	Negative
thala veera11 sema mass therikka vedalam aa	Positive	thala veera11 sema mass therikka vedalam aa	Positive
